,lat,lon,date,cloud_cover_afternoon,humidity_afternoon,precipitation_total,pressure_afternoon,temperature,wind_max_speed,wind_max_direction
52,33.9472603,-80.3472901,2020-11-14,20.0,45.0,0.0,1023.0,18.710000000000036,4.78,63.0
53,37.1321812,-113.6030648,2020-11-14,1.0,21.0,0.0,1023.0,14.610000000000014,7.7,310.0
54,39.1764214,-84.50913059999999,2020-11-14,98.0,67.0,0.0,1019.0,8.730000000000018,5.7,140.0
55,33.8922555,-117.46715,2020-11-14,1.0,52.0,0.0,1020.0,19.610000000000014,2.6,260.0
56,27.987537,-82.4468968,2020-11-12,90.0,88.0,7.63,1012.0,26.27000000000004,11.8,190.0
57,35.2471734,-81.1745025,2020-11-12,90.0,88.0,48.54,1012.0,19.090000000000032,5.1,40.0
58,43.0734551,-87.9760882,2020-11-10,90.0,60.0,10.13,1006.0,21.710000000000036,14.4,190.0
59,32.7304501,-97.2416714,2020-11-09,90.0,73.0,0.0,1015.0,21.860000000000014,7.7,160.0
60,41.4281134,-72.90660559999999,2020-11-08,1.0,37.0,0.0,1028.0,21.890000000000043,1.9,317.0
61,27.7728108,-82.6889205,2020-11-08,75.0,74.0,3.45,1014.0,27.879999999999995,11.8,60.0
62,40.9352001,-72.7438646,2020-11-07,1.0,46.0,0.0,1025.0,18.410000000000025,4.96,263.0
63,40.5508702,-75.70437,2020-11-07,1.0,42.0,0.0,1026.0,20.220000000000027,2.61,254.0
64,0.0,0.0,2020-11-06,0,0,0,0,0.0,0.0,0
65,41.6629001,-83.5577529,2020-11-05,1.0,55.0,0.0,1022.0,15.54000000000002,4.6,220.0
66,0.0,0.0,2020-11-04,0,0,0,0,0.0,0.0,0
67,36.036593,-115.048399,2020-11-03,20.0,19.0,0.0,1019.0,26.55000000000001,3.1,210.0
68,40.7550029,-82.52427589999999,2020-11-02,1.0,59.0,0.0,1025.0,3.240000000000009,8.7,220.0
69,0.0,0.0,2020-11-01,0,0,0,0,0.0,0.0,0
70,0.0,0.0,2020-11-01,0,0,0,0,0.0,0.0,0
71,37.9792432,-87.554695,2020-11-01,1.0,32.0,0.0,1025.0,11.04000000000002,9.3,280.0
72,41.700737,-87.6810345,2020-11-01,75.0,40.0,0.0,1020.0,2.6299999999999955,12.9,280.0
73,0.0,0.0,2020-11-01,0,0,0,0,0.0,0.0,0
74,39.3568472,-74.4464488,2020-11-01,20.0,67.0,9.39,1018.0,14.870000000000005,11.8,320.0
75,38.615703,-121.4800197,2020-10-31,1.0,45.0,0.0,1020.0,19.430000000000007,3.1,320.0
76,47.2155973,-122.2604634,2020-10-31,1.0,76.0,0.0,1030.0,9.78000000000003,4.1,10.0
77,33.8172318,-117.88883889999998,2020-10-31,1.0,46.0,0.0,1017.0,25.720000000000027,3.1,244.0
78,30.70746,-96.3836178,2020-10-31,1.0,52.0,0.0,1025.0,17.75,3.6,180.0
79,38.9856555,-76.9370701,2020-10-31,75.0,61.0,0.0,1035.0,8.82000000000005,3.64,144.0
80,38.6524599,-76.88204979999999,2020-10-30,86.0,98.0,6.48,1013.0,10.07000000000005,5.41,330.0
81,41.6829073,-87.6683841,2020-10-30,20.0,44.0,0.0,1026.0,4.4500000000000455,6.7,320.0
82,39.1370782,-121.6151387,2020-10-29,1.0,31.0,0.0,1020.0,19.470000000000027,2.6,190.0
83,37.2737252,-79.96458899999999,2020-10-28,40.0,88.0,2.24,1020.0,17.49000000000001,2.6,110.0
84,42.5137814,-89.0405413,2020-10-28,40.0,52.0,0.0,1016.0,6.720000000000027,5.7,230.0
85,32.8552019,-79.9740685,2020-10-25,90.0,83.0,15.01,1015.0,24.57000000000005,4.1,160.0
86,29.3449672,-98.5509292,2020-10-25,90.0,82.0,0.0,1014.0,20.0,7.7,160.0
87,35.8006722,-78.57837909999999,2020-10-25,90.0,93.0,7.03,1019.0,15.360000000000014,5.7,40.0
88,30.4075853,-92.07128,2020-10-24,90.0,82.0,0.0,1018.0,18.55000000000001,6.7,20.0
89,30.5279928,-99.852776,2020-10-22,90.0,65.0,0.0,1016.0,25.0,6.2,170.0
90,25.8204622,-80.2269531,2020-10-22,75.0,69.0,9.15,1015.0,28.450000000000045,8.2,70.0
91,38.9275281,-77.0323334,2020-10-22,40.0,94.0,0.5,1024.0,19.650000000000034,3.6,170.0
92,39.2950368,-76.6227801,2020-10-22,90.0,93.0,0.25,1024.0,18.360000000000014,2.6,100.0
93,40.6414367,-73.9485693,2020-10-21,90.0,93.0,0.75,1027.0,18.180000000000007,5.54,169.0
94,32.6069372,-90.06547669999999,2020-10-21,1.0,65.0,0.0,1021.0,26.970000000000027,2.87,78.0
95,29.7439049,-95.3645547,2020-10-20,40.0,65.0,0.0,1017.0,28.720000000000027,7.7,110.0
96,40.7550029,-82.52427589999999,2020-10-19,90.0,100.0,17.64,1022.0,9.110000000000014,4.1,190.0
97,29.9772105,-90.0478389,2020-10-19,90.0,78.0,0.25,1020.0,26.010000000000048,3.6,30.0
98,42.1925115,-122.6760648,2020-10-18,1.0,51.0,0.0,1023.0,18.32000000000005,3.58,280.0
99,41.8840815,-87.701285,2020-10-18,90.0,81.0,5.66,1019.0,7.800000000000011,9.3,200.0
100,33.3902211,-111.8550024,2020-10-18,1.0,13.0,0.0,1016.0,31.140000000000043,3.1,20.0
101,43.1703221,-78.7083589,2020-10-17,90.0,70.0,0.3,1025.0,8.830000000000041,4.99,182.0
102,34.9505414,-80.9974526,2020-10-17,1.0,41.0,0.0,1029.0,15.54000000000002,4.1,20.0
103,37.3595993,-121.83372109999998,2020-10-16,20.0,22.0,0.0,1016.0,29.32000000000005,4.6,290.0
104,28.572415,-81.296269,2020-10-16,1.0,66.0,0.0,1018.0,30.060000000000002,4.1,10.0
105,33.362703,-111.8787967,2020-10-16,1.0,10.0,0.0,1014.0,35.04000000000002,6.7,30.0
106,37.710751,-122.4114918,2020-10-16,20.0,16.0,0.0,1016.0,30.210000000000036,6.7,280.0
107,0.0,0.0,2020-10-15,0,0,0,0,0.0,0.0,0
108,39.3083264,-76.66625119999999,2020-10-15,20.0,56.0,0.0,1016.0,21.189999999999998,8.2,150.0
109,39.9250716,-75.2218244,2020-10-14,20.0,51.0,0.0,1018.0,18.58000000000004,6.7,230.0
110,33.6968611,-78.8933405,2020-10-12,90.0,83.0,3.29,1013.0,25.950000000000045,4.6,180.0
111,33.7635246,-84.38701689999999,2020-10-11,90.0,83.0,13.99,1009.0,21.30000000000001,5.7,220.0
112,41.8797103,-87.73053,2020-10-10,75.0,64.0,0.0,1012.0,23.720000000000027,8.2,30.0
113,33.6853109,-79.82255529999999,2020-10-10,90.0,65.0,0.0,1019.0,26.600000000000023,6.2,130.0
114,38.731854,-90.2571711,2020-10-10,75.0,68.0,78.21,1014.0,23.200000000000045,2.6,170.0
115,40.0197452,-75.08071430000001,2020-10-08,1.0,48.0,0.0,1017.0,17.33000000000004,8.2,300.0
116,61.2227835,-149.7922096,2020-10-07,90.0,70.0,64.78,1011.0,9.080000000000041,6.2,180.0
117,40.656787300000005,-73.90521749999999,2020-10-07,20.0,60.0,1.65,1008.0,21.600000000000023,11.8,320.0
118,38.8468533,-77.00376,2020-10-05,20.0,59.0,1.13,1023.0,17.79000000000002,7.7,330.0
119,33.7633534,-84.4391512,2020-10-04,1.0,63.0,0.0,1023.0,18.620000000000005,2.74,103.0
120,39.8153598,-86.0745299,2020-10-04,100.0,91.0,1.77,1021.0,10.189999999999998,5.7,340.0
121,40.946994,-72.6863301,2020-10-03,1.0,59.0,0.0,1023.0,16.700000000000045,5.1,240.0
122,36.6305833,-87.4330099,2020-10-03,1.0,42.0,0.0,1024.0,16.920000000000016,2.6,110.0
123,40.7632766,-73.9864661,2020-10-02,90.0,82.0,3.36,1016.0,13.910000000000025,5.7,260.0
124,33.5740865,-112.1862138,2020-10-02,1.0,7.0,0.0,1013.0,37.129999999999995,5.1,250.0
125,42.4205005,-82.96712839999999,2020-10-01,1.0,71.0,5.63,1013.0,14.03000000000003,8.7,280.0
126,45.5414684,-84.7851386,2020-09-30,90.0,87.0,24.69,996.0,9.550000000000011,5.1,280.0
127,30.2887743,-81.4915221,2020-09-30,1.0,53.0,0.0,1019.0,22.150000000000034,6.7,310.0
128,43.0815465,-87.9661454,2020-09-30,90.0,66.0,3.97,1000.0,11.430000000000007,10.3,300.0
129,33.571273,-112.0427624,2020-09-29,1.0,14.0,0.0,1018.0,34.18000000000001,6.54,81.0
130,38.6033304,-121.3922407,2020-09-29,1.0,25.0,0.0,1016.0,30.590000000000032,3.1,130.0
131,42.3309156,-83.1248102,2020-09-28,90.0,72.0,6.12,1005.0,18.189999999999998,5.1,300.0
132,40.7290259,-74.00280699999999,2020-09-27,40.0,73.0,0.0,1016.0,23.99000000000001,4.22,133.0
133,34.116232,-117.28570059999998,2020-09-27,7.0,45.0,0.0,1008.0,28.170000000000016,3.6,270.0
134,41.207593,-73.742102,2020-09-27,62.0,77.0,0.81,1016.0,22.720000000000027,4.1,150.0
135,39.9617328,-75.2258548,2020-09-26,90.0,83.0,20.31,1018.0,20.189999999999998,4.6,100.0
136,41.1555353,-73.4259967,2020-09-26,65.0,82.0,0.0,1014.0,21.600000000000023,4.07,169.0
137,36.0984054,-80.2490296,2020-09-26,90.0,88.0,0.0,1019.0,19.29000000000002,4.1,20.0
138,41.7683161,-87.6834803,2020-09-26,90.0,82.0,0.0,1011.0,19.27000000000004,8.7,180.0
139,0.0,0.0,2020-09-26,0,0,0,0,0.0,0.0,0
140,40.0275258,-75.0800628,2020-09-25,1.0,77.0,0.0,1021.0,22.360000000000014,3.1,221.0
141,42.3829616,-83.1002185,2020-09-23,1.0,60.0,0.0,1018.0,21.420000000000016,5.7,290.0
142,44.9993123,-93.2805287,2020-09-23,20.0,56.0,0.3,1015.0,24.600000000000023,5.7,210.0
143,40.7352223,-74.00637019999999,2020-09-21,1.0,41.0,0.0,1036.0,16.100000000000023,5.7,50.0
144,40.6837321,-73.769531,2020-09-20,75.0,30.0,0.0,1034.0,14.850000000000023,9.3,40.0
145,50.9454277,6.954881,2020-09-20,29.0,45.0,0.0,1017.0,21.05000000000001,4.6,340.0
146,35.8633075,-78.7130681,2020-09-19,75.0,55.0,0.0,1026.0,16.110000000000014,6.2,30.0
147,41.6720977,-87.65053689999999,2020-09-19,20.0,41.0,0.0,1030.0,16.0,4.6,110.0
148,41.7683381,-87.6820218,2020-09-19,20.0,41.0,0.0,1030.0,16.28000000000003,4.6,110.0
149,36.909702,-100.541911,2020-09-19,1.0,52.0,0.0,1023.0,21.30000000000001,10.8,180.0
150,32.4610367,-93.7215979,2020-09-19,1.0,60.0,0.0,1021.0,23.010000000000048,6.2,40.0
151,-37.8090217,144.9608512,2020-09-19,3.0,49.0,0.29,1018.0,24.730000000000018,10.3,10.0
152,45.6277003,-122.6428406,2020-09-19,90.0,72.0,1.5,1019.0,17.860000000000014,2.6,110.0
153,34.7007769,-92.3419087,2020-09-18,40.0,64.0,0.0,1021.0,24.660000000000025,6.7,50.0
154,35.3392249,-96.945608,2020-09-16,1.0,61.0,0.0,1019.0,26.29000000000002,3.6,30.0
155,44.9684184,-93.2553591,2020-09-15,1.0,60.0,0.0,1016.0,22.57000000000005,8.2,240.0
156,41.9685483,-87.71615159999999,2020-09-15,75.0,56.0,0.0,1025.0,23.170000000000016,5.7,210.0
157,26.568939,-80.170892,2020-09-14,40.0,70.0,9.35,1016.0,30.980000000000018,6.2,120.0
158,0.0,0.0,2020-09-13,0,0,0,0,0.0,0.0,0
159,0.0,0.0,2020-09-13,0,0,0,0,0.0,0.0,0
160,33.5134073,-111.9973791,2020-09-13,1.0,18.0,0.0,1015.0,35.75,4.1,120.0
161,41.7832023,-87.6571381,2020-09-13,20.0,56.0,0.25,1018.0,21.590000000000032,4.66,281.0
162,43.0134981,-88.2357139,2020-09-13,90.0,82.0,0.5,1018.0,16.970000000000027,6.2,300.0
163,41.8822736,-87.7632562,2020-09-12,90.0,93.0,8.77,1015.0,19.129999999999995,5.1,160.0
164,0.0,0.0,2020-09-12,0,0,0,0,0.0,0.0,0
165,40.0100754,-75.1576085,2020-09-12,40.0,56.0,0.0,1026.0,22.100000000000023,6.2,80.0
166,51.1133016,17.0484922,2020-09-11,64.0,52.0,0.0,1020.0,19.310000000000002,6.2,150.0
167,0.0,0.0,2020-09-10,0,0,0,0,0.0,0.0,0
168,39.3154371,-76.6097601,2020-09-08,40.0,61.0,0.0,1021.0,26.30000000000001,4.1,100.0
169,29.9437439,-90.0844513,2020-09-07,1.0,59.0,0.0,1015.0,31.430000000000007,4.6,60.0
170,40.6414367,-73.9485693,2020-09-07,75.0,61.0,0.0,1021.0,24.99000000000001,6.2,130.0
171,33.4576443,-116.8585256,2020-09-07,0.0,25.0,0.0,1006.0,33.18000000000001,4.71,255.0
172,40.7547016,-73.9916293,2020-09-07,20.0,64.0,0.0,1021.0,25.710000000000036,4.84,165.0
173,36.0107404,-95.909426,2020-09-06,1.0,58.0,0.0,1020.0,30.02000000000004,7.32,210.0
174,0.0,0.0,2020-09-06,0,0,0,0,0.0,0.0,0
175,35.0606257,-89.8441797,2020-09-06,20.0,58.0,0.0,1022.0,29.28000000000003,3.6,140.0
176,28.7190207,-81.5036689,2020-09-06,3.0,62.0,0.81,1017.0,32.52000000000004,3.32,85.0
177,39.0374499,-94.5454167,2020-09-06,1.0,54.0,0.0,1015.0,30.24000000000001,10.8,200.0
178,38.6672496,-90.2807318,2020-09-06,90.0,69.0,0.0,1021.0,27.870000000000005,8.7,190.0
179,0.0,0.0,2020-09-06,0,0,0,0,0.0,0.0,0
180,39.3420147,-76.6781513,2020-09-06,1.0,44.0,0.0,1023.0,25.920000000000016,4.6,140.0
181,29.6719924,-95.5095629,2020-09-05,1.0,69.0,1.02,1023.0,29.28000000000003,9.8,350.0
182,39.2906917,-76.6492634,2020-09-05,75.0,38.0,0.0,1024.0,24.210000000000036,5.83,358.0
183,38.061869,-105.3743527,2020-09-05,1.0,15.0,0.0,1029.0,30.32000000000005,6.7,290.0
184,34.7476883,-92.2661552,2020-09-05,75.0,50.0,0.0,1027.0,27.189999999999998,3.6,50.0
185,38.9028791,-77.0325632,2020-09-03,75.0,66.0,13.85,1012.0,29.660000000000025,7.7,160.0
186,34.2057128,-92.0360918,2020-09-03,20.0,78.0,3.14,1016.0,25.77000000000004,4.6,280.0
187,25.8394059,-80.2303058,2020-09-03,40.0,62.0,2.03,1016.0,32.24000000000001,6.2,90.0
188,34.5379388,-92.217393,2020-09-03,90.0,83.0,0.0,1015.0,25.890000000000043,4.1,210.0
189,40.0442031,-75.1657575,2020-09-03,40.0,65.0,3.68,1012.0,28.460000000000036,4.1,280.0
190,34.65527,-92.4309608,2020-09-03,75.0,83.0,0.25,1016.0,26.32000000000005,4.1,210.0
191,39.9288045,-75.1755257,2020-09-02,75.0,69.0,1.4,1013.0,27.74000000000001,6.7,220.0
192,31.582121,-84.119918,2020-09-02,75.0,70.0,0.0,1018.0,31.0,3.6,270.0
193,41.6264097,-70.8316299,2020-09-02,90.0,88.0,9.75,1016.0,20.54000000000002,7.7,140.0
194,40.0002242,-75.154932,2020-08-31,90.0,69.0,1.1,1018.0,23.939999999999998,3.6,70.0
195,30.481529299999995,-84.32099529999999,2020-08-31,75.0,62.0,3.48,1014.0,30.900000000000034,8.7,250.0
196,38.054764,-84.48876320000001,2020-08-30,1.0,56.0,0.0,1015.0,22.950000000000045,4.6,50.0
197,42.4539807,-87.85362889999999,2020-08-30,40.0,56.0,0.0,1014.0,21.77000000000004,4.1,60.0
198,34.0243217,-118.2725207,2020-08-30,1.0,60.0,0.0,1012.0,24.0,4.39,241.0
199,41.0310961,-81.5455551,2020-08-30,75.0,56.0,0.0,1014.0,20.930000000000007,4.6,320.0
200,40.028949,-75.0849763,2020-08-30,40.0,53.0,0.0,1009.0,24.189999999999998,7.7,310.0
201,33.9284596,-118.3102585,2020-08-30,1.0,60.0,0.0,1012.0,21.52000000000004,5.7,270.0
202,41.0556821,-80.6056911,2020-08-30,20.0,64.0,0.0,1014.0,20.860000000000014,4.6,320.0
203,36.1212895,-115.1464637,2020-08-29,40.0,14.0,0.0,1012.0,37.19,7.41,215.0
204,40.7823093,-73.9481557,2020-08-29,90.0,88.0,1.13,1004.0,24.760000000000048,6.1,224.0
205,45.0037234,-93.2993245,2020-08-28,75.0,78.0,10.32,1005.0,23.920000000000016,10.8,340.0
206,0.0,0.0,2020-08-28,0,0,0,0,0.0,0.0,0
207,0.0,0.0,2020-08-28,0,0,0,0,0.0,0.0,0
208,45.53351180000001,-122.5545312,2020-08-27,1.0,60.0,0.0,1017.0,21.610000000000014,7.2,310.0
209,42.6334967,-83.2619116,2020-08-26,90.0,93.0,2.0,1018.0,18.810000000000002,4.6,20.0
210,39.1329505,-84.6453746,2020-08-26,1.0,69.0,16.68,1020.0,29.710000000000036,5.1,260.0
211,40.043233,-75.1615289,2020-08-26,1.0,57.0,0.0,1017.0,24.980000000000018,6.7,320.0
212,36.8583884,-76.2756689,2020-08-25,1.0,66.0,0.15,1016.0,30.08000000000004,6.2,230.0
213,42.9523051,-78.8311918,2020-08-25,75.0,61.0,3.61,1013.0,26.24000000000001,8.2,310.0
214,42.4195063,-83.02346879999999,2020-08-24,1.0,62.0,0.25,1017.0,29.49000000000001,5.7,240.0
215,46.5963074,-112.0258863,2020-08-24,1.0,33.0,0.0,1016.0,23.760000000000048,6.64,248.0
216,38.9026657,-76.9782851,2020-08-24,1.0,55.0,1.27,1018.0,30.32000000000005,4.1,200.0
217,37.5551184,-77.4185708,2020-08-24,75.0,74.0,0.0,1019.0,27.53000000000003,6.2,210.0
218,34.2022842,-92.0326649,2020-08-23,1.0,54.0,0.0,1018.0,29.52000000000004,3.14,145.0
219,40.5747445,-73.99039479999999,2020-08-23,1.0,74.0,0.0,1019.0,26.720000000000027,5.7,180.0
220,38.5355491,-104.6987365,2020-08-23,1.0,13.0,0.0,1022.0,31.08000000000004,6.7,330.0
221,0.0,0.0,2020-08-23,0,0,0,0,0.0,0.0,0
222,42.3980447,-82.8976412,2020-08-23,1.0,54.0,0.0,1017.0,29.450000000000045,5.1,210.0
223,41.7740424,-87.6450156,2020-08-23,75.0,48.0,0.0,1016.0,29.390000000000043,6.7,200.0
224,0.0,0.0,2020-08-22,0,0,0,0,0.0,0.0,0
225,33.4570176,-86.96486,2020-08-22,6.0,74.0,7.65,1016.0,27.450000000000045,4.1,140.0
226,0.0,0.0,2020-08-19,0,0,0,0,0.0,0.0,0
227,41.738752,-87.63797,2020-08-19,20.0,44.0,0.0,1020.0,25.28000000000003,4.6,70.0
228,0.0,0.0,2020-08-18,0,0,0,0,0.0,0.0,0
229,40.7600591,-73.9354255,2020-08-18,1.0,69.0,8.09,1013.0,25.57000000000005,4.74,269.0
230,42.261314,-89.049683,2020-08-18,40.0,47.0,0.0,1020.0,23.360000000000014,6.7,10.0
231,29.8586354,-90.093742,2020-08-17,75.0,70.0,0.0,1016.0,30.689999999999998,6.2,10.0
232,40.6761284,-73.9047655,2020-08-17,20.0,64.0,10.38,1014.0,25.090000000000032,9.3,180.0
233,36.8650664,-96.2367721,2020-08-17,1.0,51.0,0.0,1022.0,28.930000000000007,6.2,40.0
234,0.0,0.0,2020-08-16,0,0,0,0,0.0,0.0,0
235,39.1501497,-84.4903022,2020-08-16,4.0,67.0,4.98,1013.0,27.210000000000036,6.7,360.0
236,39.1152546,-84.51483379999999,2020-08-16,9.0,77.0,6.34,962.0,27.170000000000016,6.7,360.0
237,[39.1501497],[-84.4903022],['2020-08-16'],[4.0],[67.0],[4.98],[1013.0],[27.210000000000036],[6.7],[360.0]
238,39.7111811,-105.0603226,2020-08-16,0.0,23.0,0.0,1025.0,30.720000000000027,5.87,144.0
239,35.4062033,-97.5479291,2020-08-16,75.0,62.0,2.49,1019.0,30.170000000000016,7.7,360.0
240,42.12112260000001,-83.46099869999999,2020-08-15,1.0,61.0,0.0,1015.0,26.410000000000025,5.7,140.0
241,33.5627491,-112.0608132,2020-08-15,1.0,25.0,0.0,1013.0,39.660000000000025,5.52,175.0
242,43.134944,-77.6512544,2020-08-15,26.0,62.0,2.54,1016.0,27.49000000000001,6.2,130.0
243,28.5331475,-81.4612189,2020-08-15,1.0,59.0,0.25,1016.0,32.370000000000005,5.1,300.0
244,40.3451197,-86.9078406,2020-08-15,1.0,62.0,3.3,1014.0,29.560000000000002,3.6,280.0
245,40.801793100000005,-73.95018499999999,2020-08-14,100.0,54.0,0.81,1017.0,28.870000000000005,4.6,50.0
246,39.9767953,-75.1544617,2020-08-12,40.0,62.0,32.02,1016.0,31.83000000000004,8.2,320.0
247,42.4959057,-83.178096,2020-08-12,1.0,30.0,0.0,1021.0,27.420000000000016,3.1,130.0
248,33.8172344,-118.3053018,2020-08-11,20.0,82.0,0.0,1014.0,20.220000000000027,9.3,270.0
249,39.711894,-105.007012,2020-08-09,20.0,7.0,0.0,1021.0,33.04000000000002,5.7,200.0
250,43.0609829,-89.4231789,2020-08-09,75.0,74.0,10.42,1016.0,27.53000000000003,9.3,160.0
251,38.885412200000005,-76.9595802,2020-08-09,1.0,66.0,0.0,1021.0,29.950000000000045,3.6,190.0
252,0.0,0.0,2020-08-09,0,0,0,0,0.0,0.0,0
253,29.8521828,-95.2999854,2020-08-09,40.0,59.0,0.0,1020.0,33.120000000000005,8.2,180.0
254,38.35057260000001,-121.9889649,2020-08-08,1.0,42.0,0.0,1014.0,27.060000000000002,6.2,220.0
255,33.5143251,-86.8965312,2020-08-08,40.0,58.0,0.0,1022.0,32.64000000000004,3.1,10.0
256,47.525229,-122.2044009,2020-08-08,90.0,87.0,2.02,1023.0,15.900000000000034,5.1,320.0
257,42.0682486,-71.01914529999999,2020-08-08,75.0,47.0,0.0,1022.0,26.129999999999995,5.1,100.0
258,38.2975357,-122.2943209,2020-08-08,40.0,68.0,0.0,1015.0,22.730000000000018,7.7,190.0
259,37.7807783,-122.2058811,2020-08-06,20.0,60.0,0.0,1014.0,20.860000000000014,8.7,270.0
260,41.8720616,-87.7279788,2020-08-05,75.0,38.0,0.0,1021.0,23.410000000000025,5.1,220.0
261,43.0624189,-89.4763961,2020-08-04,40.0,49.0,0.0,1020.0,19.620000000000005,5.1,30.0
