,Unnamed: 0_x,Incident ID,Incident Date,Incident_year,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Unnamed: 0_y,Year_x,permit,Unnamed: 0,Date,Year_y,Month,Day,DayOfWeek,Decade,Quarter,DayOfYear,WeekOfYear,DayName,MonthName,IsWeekend,IsHoliday
0,0,92194,2014-01-01,2014,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,0,0,0,1745,2014,0.0,0,2014-01-01,2014,1,1,2,2010,1,1,1,Wednesday,January,False,False
1,11,104902,2014-01-20,2014,Virginia,Manassas,8509 Rixlew Ln,0,4,0,0,0,1745,2014,0.0,19,2014-01-20,2014,1,20,0,2010,1,20,4,Monday,January,False,False
2,34,109957,2014-02-25,2014,Virginia,Glade Spring,33325 Graceland Ln,3,1,1,0,0,1745,2014,0.0,55,2014-02-25,2014,2,25,1,2010,1,56,9,Tuesday,February,False,False
3,120,154844,2014-07-04,2014,Virginia,Norfolk,1722 Thurgood Street,0,5,0,0,0,1745,2014,0.0,184,2014-07-04,2014,7,4,4,2010,3,185,27,Friday,July,False,False
4,123,154834,2014-07-05,2014,Virginia,Norfolk,861 W. 36th Street,0,7,0,0,0,1745,2014,0.0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
5,125,158055,2014-07-05,2014,Illinois,Centreville,4700 Piggott Avenue,0,5,0,0,0,1712,2014,1.0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
6,122,154803,2014-07-05,2014,Texas,Houston,1700 Almeda-Genoa,0,6,0,0,0,1742,2014,0.0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
7,124,154721,2014-07-05,2014,Indiana,Indianapolis,Broad Ripple Avenue,0,7,0,0,0,1713,2014,0.0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
8,121,154971,2014-07-05,2014,Oregon,Portland,333 SE 122nd Ave,1,4,0,0,1,1736,2014,0.0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
9,156,168844,2014-08-03,2014,Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0,1745,2014,0.0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
10,157,168551,2014-08-03,2014,Texas,Humble,3403 FM 1960,0,7,0,0,0,1742,2014,0.0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
11,158,169024,2014-08-03,2014,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,0,0,0,1741,2014,0.0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
12,159,168786,2014-08-03,2014,Missouri,Saint Louis,5200 block of Thekla ,0,5,0,0,0,1724,2014,0.0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
13,242,224362,2014-11-23,2014,Virginia,Parksley,Parksley Road,0,4,0,0,0,1745,2014,0.0,326,2014-11-23,2014,11,23,6,2010,4,327,47,Sunday,November,True,False
14,243,224131,2014-11-23,2014,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,0,0,0,1705,2014,0.0,326,2014-11-23,2014,11,23,6,2010,4,327,47,Sunday,November,True,False
15,252,226983,2014-12-02,2014,Virginia,Newport News,6128 Jefferson Ave ,0,5,0,0,0,1745,2014,0.0,335,2014-12-02,2014,12,2,1,2010,4,336,49,Tuesday,December,False,False
16,251,227011,2014-12-02,2014,Missouri,Saint Louis,6000 block of Virginia Avenue,1,3,0,2,0,1724,2014,0.0,335,2014-12-02,2014,12,2,1,2010,4,336,49,Tuesday,December,False,False
17,1,92704,2014-01-03,2014,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,0,0,0,1731,2014,1.0,2,2014-01-03,2014,1,3,4,2010,1,3,1,Friday,January,False,False
18,41,115012,2014-03-14,2014,New York,Brooklyn,S. Second and Roebling Sts,0,4,0,0,0,1731,2014,1.0,72,2014-03-14,2014,3,14,4,2010,1,73,11,Friday,March,False,False
19,67,129730,2014-04-27,2014,New York,Troy,Fourth Street,0,5,0,0,0,1731,2014,1.0,116,2014-04-27,2014,4,27,6,2010,2,117,17,Sunday,April,True,False
20,114,153578,2014-06-28,2014,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,0,0,0,1731,2014,1.0,178,2014-06-28,2014,6,28,5,2010,2,179,26,Saturday,June,True,False
21,113,152960,2014-06-28,2014,California,Antioch,5500 Cedar Point Way,0,7,0,0,0,1704,2014,1.0,178,2014-06-28,2014,6,28,5,2010,2,179,26,Saturday,June,True,False
22,128,155755,2014-07-06,2014,New York,Buffalo,100 block of Erb Street,0,4,0,0,0,1731,2014,1.0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
23,126,156125,2014-07-06,2014,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,0,0,0,1708,2014,0.0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
24,127,155412,2014-07-06,2014,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,0,0,0,1724,2014,0.0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
25,170,173369,2014-08-12,2014,New York,Buffalo,Oakmont Ave,1,3,0,0,0,1731,2014,1.0,223,2014-08-12,2014,8,12,1,2010,3,224,33,Tuesday,August,False,False
26,171,173628,2014-08-12,2014,Georgia,Cartersville,Brent Cir,1,3,1,0,0,1709,2014,0.0,223,2014-08-12,2014,8,12,1,2010,3,224,33,Tuesday,August,False,False
27,179,175911,2014-08-17,2014,New York,Queens,153-38 118th Ave,0,4,0,0,0,1731,2014,1.0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
28,177,177770,2014-08-17,2014,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,0,0,0,1704,2014,1.0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
29,180,175839,2014-08-17,2014,Nevada,Las Vegas,Owens Avenue and H Street,0,4,0,0,0,1727,2014,0.0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
30,178,175943,2014-08-17,2014,Massachusetts,Boston,Edinboro Street,0,4,0,0,0,1720,2014,1.0,228,2014-08-17,2014,8,17,6,2010,3,229,33,Sunday,August,True,False
31,201,193570,2014-09-19,2014,New York,Queens,32-14 106th St,0,4,0,0,0,1731,2014,1.0,261,2014-09-19,2014,9,19,4,2010,3,262,38,Friday,September,False,False
32,215,204254,2014-10-08,2014,New York,Guilderland,1846 Western Ave,4,0,0,0,0,1731,2014,1.0,280,2014-10-08,2014,10,8,2,2010,4,281,41,Wednesday,October,False,False
33,214,202981,2014-10-08,2014,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,0,0,0,1709,2014,0.0,280,2014-10-08,2014,10,8,2,2010,4,281,41,Wednesday,October,False,False
34,216,204236,2014-10-11,2014,New York,Utica,222 Bleecker Street,0,4,0,1,1,1731,2014,1.0,283,2014-10-11,2014,10,11,5,2010,4,284,41,Saturday,October,True,False
35,222,209134,2014-10-18,2014,New York,Queens,33-02 Queens Blvd,0,4,0,0,1,1731,2014,1.0,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
36,224,207687,2014-10-18,2014,New York,Brooklyn,Lenox Road,0,4,0,0,0,1731,2014,1.0,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
37,223,207145,2014-10-18,2014,South Carolina,Graniteville,192 Breezy Hill Road,1,3,0,0,0,1739,2014,0.0,290,2014-10-18,2014,10,18,5,2010,4,291,42,Saturday,October,True,False
38,250,226388,2014-11-30,2014,New York,Brooklyn,375 Remsen Avenue,0,4,0,0,0,1731,2014,1.0,333,2014-11-30,2014,11,30,6,2010,4,334,48,Sunday,November,True,False
39,249,226534,2014-11-30,2014,Tennessee,Chattanooga,2412 East 13th Street ,0,5,0,0,0,1741,2014,0.0,333,2014-11-30,2014,11,30,6,2010,4,334,48,Sunday,November,True,False
40,264,282186,2014-12-22,2014,New York,Webster,191 Lake Rd,3,2,1,0,0,1731,2014,1.0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
41,265,267721,2014-12-22,2014,Illinois,Chicago,5700 block of South Green Street,0,5,0,0,0,1712,2014,1.0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
42,263,268282,2014-12-22,2014,Michigan,Detroit,Charlevoix and Philip,1,3,0,0,0,1721,2014,1.0,355,2014-12-22,2014,12,22,0,2010,4,356,52,Monday,December,False,False
43,2,94514,2014-01-05,2014,Pennsylvania,Erie,829 Parade St,1,3,0,0,0,1737,2014,0.0,4,2014-01-05,2014,1,5,6,2010,1,5,1,Sunday,January,True,False
44,35,111095,2014-03-01,2014,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,0,0,1,1737,2014,0.0,59,2014-03-01,2014,3,1,5,2010,1,60,9,Saturday,March,True,False
45,119,156834,2014-07-02,2014,Pennsylvania,Chester,1400 block of West Congress Street,0,5,0,0,0,1737,2014,0.0,182,2014-07-02,2014,7,2,2,2010,3,183,27,Wednesday,July,False,False
46,144,162687,2014-07-23,2014,Pennsylvania,Braddock,700 block of Hickory St,0,4,0,0,0,1737,2014,0.0,203,2014-07-23,2014,7,23,2,2010,3,204,30,Wednesday,July,False,False
47,150,165856,2014-07-28,2014,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,0,0,0,1737,2014,0.0,208,2014-07-28,2014,7,28,0,2010,3,209,31,Monday,July,False,False
48,152,167649,2014-08-01,2014,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,0,0,0,1737,2014,0.0,212,2014-08-01,2014,8,1,4,2010,3,213,31,Friday,August,False,False
49,154,168307,2014-08-02,2014,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,0,0,0,1737,2014,0.0,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
50,153,167872,2014-08-02,2014,Texas,Dallas,5125 Wynell Street,3,1,0,0,1,1742,2014,0.0,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
51,155,168169,2014-08-02,2014,Massachusetts,New Bedford,Acushnet Avenue,0,7,0,0,0,1720,2014,1.0,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
52,206,197416,2014-09-28,2014,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,0,0,0,1737,2014,0.0,270,2014-09-28,2014,9,28,6,2010,3,271,39,Sunday,September,True,False
53,207,197384,2014-09-28,2014,Florida,Miami,NW 7th Ave and NW 64th St,0,15,0,0,0,1708,2014,0.0,270,2014-09-28,2014,9,28,6,2010,3,271,39,Sunday,September,True,False
54,238,223582,2014-11-21,2014,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,0,0,0,1737,2014,0.0,324,2014-11-21,2014,11,21,4,2010,4,325,47,Friday,November,False,False
55,257,263556,2014-12-15,2014,Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0,1737,2014,0.0,348,2014-12-15,2014,12,15,0,2010,4,349,51,Monday,December,False,False
56,3,95146,2014-01-11,2014,Mississippi,Jackson,3430 W. Capitol Street,0,4,0,0,0,1723,2014,0.0,10,2014-01-11,2014,1,11,5,2010,1,11,2,Saturday,January,True,False
57,48,120621,2014-03-30,2014,Mississippi,Starkville,2938 Rockhill Rd,0,5,0,0,1,1723,2014,0.0,88,2014-03-30,2014,3,30,6,2010,1,89,13,Sunday,March,True,False
58,49,120303,2014-03-30,2014,North Carolina,Charlotte,4300 Sunset Road,0,5,0,0,0,1732,2014,1.0,88,2014-03-30,2014,3,30,6,2010,1,89,13,Sunday,March,True,False
59,189,185196,2014-09-02,2014,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,0,0,0,1723,2014,0.0,244,2014-09-02,2014,9,2,1,2010,3,245,36,Tuesday,September,False,False
60,190,184507,2014-09-02,2014,California,Highland,25000 block of Fifth Street ,0,5,0,0,0,1704,2014,1.0,244,2014-09-02,2014,9,2,1,2010,3,245,36,Tuesday,September,False,False
61,202,193960,2014-09-20,2014,Mississippi,Batesville,8297 Curtis Rd,2,2,0,0,0,1723,2014,0.0,262,2014-09-20,2014,9,20,5,2010,3,263,38,Saturday,September,True,False
62,261,268910,2014-12-21,2014,Mississippi,Waynesboro,Central Avenue,1,4,0,0,2,1723,2014,0.0,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
63,262,266424,2014-12-21,2014,Illinois,Calumet City,600 block of Escanba,1,8,0,0,0,1712,2014,1.0,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
64,260,266570,2014-12-21,2014,Florida,Sarasota,4034 N Washington Blvd,2,2,0,0,0,1708,2014,0.0,354,2014-12-21,2014,12,21,6,2010,4,355,51,Sunday,December,True,False
65,4,95579,2014-01-12,2014,Illinois,Elgin,300 block of North St,0,5,0,0,0,1712,2014,1.0,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
66,5,95500,2014-01-12,2014,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,0,0,8,1717,2014,0.0,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
67,6,95550,2014-01-12,2014,Alabama,Huntsville,University Drive,0,5,0,0,0,1700,2014,0.0,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
68,13,100434,2014-01-25,2014,Illinois,Chicago,S Union Ave and W 51st St,1,4,0,0,0,1712,2014,1.0,24,2014-01-25,2014,1,25,5,2010,1,25,4,Saturday,January,True,False
69,14,100568,2014-01-25,2014,Florida,Belle Glade,600 block of Covenant Drive,0,4,0,0,0,1708,2014,0.0,24,2014-01-25,2014,1,25,5,2010,1,25,4,Saturday,January,True,False
70,19,104218,2014-02-05,2014,Illinois,Chicago,6740 N Clark St,1,3,0,0,0,1712,2014,1.0,35,2014-02-05,2014,2,5,2,2010,1,36,6,Wednesday,February,False,False
71,37,113214,2014-03-08,2014,Illinois,Chicago,4900 West Race Ave,0,6,0,0,0,1712,2014,1.0,66,2014-03-08,2014,3,8,5,2010,1,67,10,Saturday,March,True,False
72,38,113255,2014-03-08,2014,California,Richmond,1600 block of First Street,1,3,0,0,0,1704,2014,1.0,66,2014-03-08,2014,3,8,5,2010,1,67,10,Saturday,March,True,False
73,51,122136,2014-04-05,2014,Illinois,Chicago,4300 W Wilcox Street,1,5,0,0,0,1712,2014,1.0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
74,53,122672,2014-04-05,2014,California,Fairfield,Orchid Street ,0,4,0,0,0,1704,2014,1.0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
75,52,122612,2014-04-05,2014,Arizona,Phoenix,5400 block of W Palm Ln,1,3,0,0,0,1702,2014,0.0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
76,57,124131,2014-04-09,2014,Illinois,Rockford,300 N Sunset Ave,0,5,0,0,0,1712,2014,1.0,98,2014-04-09,2014,4,9,2,2010,2,99,15,Wednesday,April,False,False
77,58,123891,2014-04-09,2014,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,0,0,0,1741,2014,0.0,98,2014-04-09,2014,4,9,2,2010,2,99,15,Wednesday,April,False,False
78,62,127045,2014-04-20,2014,Illinois,Montgomery,1300 block of Jackson St,0,6,0,0,0,1712,2014,1.0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
79,63,127413,2014-04-20,2014,Illinois,Chicago,6600 South Michigan Ave,0,5,0,0,0,1712,2014,1.0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
80,64,127381,2014-04-20,2014,Florida,Tampa,2902 N. 32nd St.,2,2,0,0,0,1708,2014,0.0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
81,69,130933,2014-04-30,2014,Illinois,Chicago,7200 South Phillips Avenue,0,4,0,0,0,1712,2014,1.0,119,2014-04-30,2014,4,30,2,2010,2,120,18,Wednesday,April,False,False
82,73,131697,2014-05-04,2014,Illinois,Chicago,500 West Erie Street,1,3,0,0,0,1712,2014,1.0,123,2014-05-04,2014,5,4,6,2010,2,124,18,Sunday,May,True,False
83,72,132897,2014-05-04,2014,Colorado,Wheat Ridge,12100 W 44th,0,4,0,0,0,1705,2014,0.0,123,2014-05-04,2014,5,4,6,2010,2,124,18,Sunday,May,True,False
84,78,134591,2014-05-12,2014,Illinois,Chicago,3400 West 24th Street,0,4,0,0,0,1712,2014,1.0,131,2014-05-12,2014,5,12,0,2010,2,132,20,Monday,May,False,False
85,92,141382,2014-06-01,2014,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,0,0,0,1712,2014,1.0,151,2014-06-01,2014,6,1,6,2010,2,152,22,Sunday,June,True,False
86,91,141792,2014-06-01,2014,California,Sacramento,6500 46th Street,0,4,0,0,0,1704,2014,1.0,151,2014-06-01,2014,6,1,6,2010,2,152,22,Sunday,June,True,False
87,93,142076,2014-06-02,2014,Illinois,Chicago,2660 E. 79th St,0,7,0,0,0,1712,2014,1.0,152,2014-06-02,2014,6,2,0,2010,2,153,23,Monday,June,False,False
88,95,142822,2014-06-04,2014,Illinois,Chicago,4900 West West End Avenue,1,3,0,0,0,1712,2014,1.0,154,2014-06-04,2014,6,4,2,2010,2,155,23,Wednesday,June,False,False
89,103,146586,2014-06-15,2014,Illinois,Park Forest,200 Berry Street,0,4,0,0,0,1712,2014,1.0,165,2014-06-15,2014,6,15,6,2010,2,166,24,Sunday,June,True,False
90,102,146565,2014-06-15,2014,Indiana,Kokomo,5100 Clinton Drive,0,4,0,0,0,1713,2014,0.0,165,2014-06-15,2014,6,15,6,2010,2,166,24,Sunday,June,True,False
91,133,157580,2014-07-11,2014,Illinois,Chicago,5200 West Quincy Street,1,3,0,0,0,1712,2014,1.0,191,2014-07-11,2014,7,11,4,2010,3,192,28,Friday,July,False,False
92,139,160488,2014-07-19,2014,Illinois,Chicago,1300 North Mason Avenue,0,4,0,0,0,1712,2014,1.0,199,2014-07-19,2014,7,19,5,2010,3,200,29,Saturday,July,True,False
93,141,160998,2014-07-20,2014,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,0,0,0,1712,2014,1.0,200,2014-07-20,2014,7,20,6,2010,3,201,29,Sunday,July,True,False
94,140,161063,2014-07-20,2014,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,0,0,0,1727,2014,0.0,200,2014-07-20,2014,7,20,6,2010,3,201,29,Sunday,July,True,False
95,145,163874,2014-07-25,2014,Illinois,Chicago,700 S California Ave,1,6,0,0,3,1712,2014,1.0,205,2014-07-25,2014,7,25,4,2010,3,206,30,Friday,July,False,False
96,184,180018,2014-08-24,2014,Illinois,Chicago,8300 block of South Halsted Street,1,3,0,0,0,1712,2014,1.0,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
97,183,180007,2014-08-24,2014,California,San Fernando,1400 block of Celis Street,4,5,0,0,1,1704,2014,1.0,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
98,185,180580,2014-08-24,2014,Georgia,Augusta,1013 Carrie Street,1,3,0,0,0,1709,2014,0.0,235,2014-08-24,2014,8,24,6,2010,3,236,34,Sunday,August,True,False
99,237,222792,2014-11-19,2014,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,0,0,0,1712,2014,1.0,322,2014-11-19,2014,11,19,2,2010,4,323,47,Wednesday,November,False,False
100,259,266407,2014-12-20,2014,Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1,1712,2014,1.0,353,2014-12-20,2014,12,20,5,2010,4,354,51,Saturday,December,True,False
101,268,269167,2014-12-26,2014,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,0,0,0,1712,2014,1.0,359,2014-12-26,2014,12,26,4,2010,4,360,52,Friday,December,False,False
102,20,105010,2014-02-06,2014,Louisiana,New Orleans,4600 block of Downman Road,0,4,0,0,0,1717,2014,0.0,36,2014-02-06,2014,2,6,3,2010,1,37,6,Thursday,February,False,False
103,56,123008,2014-04-07,2014,Louisiana,New Orleans,500 block of South Alexander Street,0,4,0,0,0,1717,2014,0.0,96,2014-04-07,2014,4,7,0,2010,2,97,15,Monday,April,False,False
104,60,125028,2014-04-12,2014,Louisiana,New Orleans,2100 block of Pauger Street,1,3,0,0,0,1717,2014,0.0,101,2014-04-12,2014,4,12,5,2010,2,102,15,Saturday,April,True,False
105,84,140185,2014-05-23,2014,Louisiana,New Orleans,6200 block of Eads Street,1,7,0,0,0,1717,2014,0.0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
106,85,138282,2014-05-23,2014,California,Goleta,840 Embarcadero del Norte,3,7,1,0,0,1704,2014,1.0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
107,86,138370,2014-05-23,2014,California,Bellflower,9541 Flower Street,2,2,0,0,0,1704,2014,1.0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
108,115,152468,2014-06-29,2014,Louisiana,New Orleans,700 block of Bourbon St,1,9,0,0,1,1717,2014,0.0,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
109,117,152693,2014-06-29,2014,California,Los Angeles,1100 block of North Vermont Avenue,1,5,0,0,1,1704,2014,1.0,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
110,116,153648,2014-06-29,2014,Missouri,Saint Louis,2800 block of Dayton,0,4,0,0,0,1724,2014,0.0,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
111,166,172304,2014-08-10,2014,Louisiana,New Orleans,5400 block of Burgundy St,2,5,0,0,2,1717,2014,0.0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
112,169,172180,2014-08-10,2014,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,0,0,0,1704,2014,1.0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
113,167,172205,2014-08-10,2014,Washington,Washington,50 block of N St SW,0,6,0,0,0,1746,2014,0.0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
114,168,172288,2014-08-10,2014,Georgia,Wrightsville,2455 Idylwild Dr,0,6,0,0,0,1709,2014,0.0,221,2014-08-10,2014,8,10,6,2010,3,222,32,Sunday,August,True,False
115,173,175767,2014-08-13,2014,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,0,0,0,1717,2014,0.0,224,2014-08-13,2014,8,13,2,2010,3,225,33,Wednesday,August,False,False
116,172,174544,2014-08-13,2014,Tennessee,Clarksville,Treeland Drive,0,4,0,0,0,1741,2014,0.0,224,2014-08-13,2014,8,13,2,2010,3,225,33,Wednesday,August,False,False
117,181,178006,2014-08-18,2014,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,0,0,0,1717,2014,0.0,229,2014-08-18,2014,8,18,0,2010,3,230,34,Monday,August,False,False
118,199,191416,2014-09-15,2014,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,0,0,0,1717,2014,0.0,257,2014-09-15,2014,9,15,0,2010,3,258,38,Monday,September,False,False
119,271,271363,2014-12-29,2014,Louisiana,New Orleans,Poydras and Bolivar,0,4,0,0,0,1717,2014,0.0,362,2014-12-29,2014,12,29,0,2010,4,363,1,Monday,December,False,False
120,99,144565,2014-06-08,2014,Alabama,Opp,611 Hardin Street,1,4,0,0,1,1700,2014,0.0,158,2014-06-08,2014,6,8,6,2010,2,159,23,Sunday,June,True,False
121,98,144524,2014-06-08,2014,Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0,1708,2014,0.0,158,2014-06-08,2014,6,8,6,2010,2,159,23,Sunday,June,True,False
122,7,96185,2014-01-13,2014,Michigan,Detroit,800 block of Calvert St,0,4,0,0,0,1721,2014,1.0,12,2014-01-13,2014,1,13,0,2010,1,13,3,Monday,January,False,False
123,87,138567,2014-05-24,2014,Michigan,Detroit,Strathmoor St,0,4,0,0,0,1721,2014,1.0,143,2014-05-24,2014,5,24,5,2010,2,144,21,Saturday,May,True,False
124,88,138645,2014-05-24,2014,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,0,0,0,1739,2014,0.0,143,2014-05-24,2014,5,24,5,2010,2,144,21,Saturday,May,True,False
125,96,143979,2014-06-07,2014,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,0,0,0,1721,2014,1.0,157,2014-06-07,2014,6,7,5,2010,2,158,23,Saturday,June,True,False
126,97,143723,2014-06-07,2014,South Carolina,Moncks Corner,Tish Lane,1,5,0,0,0,1739,2014,0.0,157,2014-06-07,2014,6,7,5,2010,2,158,23,Saturday,June,True,False
127,110,157018,2014-06-26,2014,Michigan,Detroit,Grand St,2,2,0,0,0,1721,2014,1.0,176,2014-06-26,2014,6,26,3,2010,2,177,26,Thursday,June,False,False
128,111,151659,2014-06-26,2014,Wisconsin,Milwaukee,24th and Locust,0,5,0,0,0,1748,2014,0.0,176,2014-06-26,2014,6,26,3,2010,2,177,26,Thursday,June,False,False
129,186,181947,2014-08-27,2014,Michigan,Detroit,16600 block of Edmore,1,3,0,0,0,1721,2014,1.0,238,2014-08-27,2014,8,27,2,2010,3,239,35,Wednesday,August,False,False
130,192,185393,2014-09-04,2014,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,0,0,0,1721,2014,1.0,246,2014-09-04,2014,9,4,3,2010,3,247,36,Thursday,September,False,False
131,195,189562,2014-09-11,2014,Michigan,Detroit,14000 block of Patton,1,7,0,0,0,1721,2014,1.0,253,2014-09-11,2014,9,11,3,2010,3,254,37,Thursday,September,False,False
132,212,201052,2014-10-05,2014,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,0,0,0,1721,2014,1.0,277,2014-10-05,2014,10,5,6,2010,4,278,40,Sunday,October,True,False
133,213,201630,2014-10-05,2014,Florida,Jacksonville,7300 block of Linda Drive,3,1,0,0,0,1708,2014,0.0,277,2014-10-05,2014,10,5,6,2010,4,278,40,Sunday,October,True,False
134,221,206303,2014-10-16,2014,Michigan,Detroit,Mogul Street,1,3,0,0,1,1721,2014,1.0,288,2014-10-16,2014,10,16,3,2010,4,289,42,Thursday,October,False,False
135,8,96792,2014-01-14,2014,California,Los Angeles,West 86th Street,0,4,0,0,0,1704,2014,1.0,13,2014-01-14,2014,1,14,1,2010,1,14,3,Tuesday,January,False,False
136,22,106243,2014-02-12,2014,California,Stockton,1101 E Lindsay St,1,3,0,0,0,1704,2014,1.0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
137,24,106481,2014-02-12,2014,California,Oakland,37th and International ,1,3,0,0,0,1704,2014,1.0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
138,23,106394,2014-02-12,2014,Indiana,Gary,2220 block of Broadway,0,4,0,1,0,1713,2014,0.0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
139,31,108649,2014-02-20,2014,California,Alturas,300 W 1st St,4,1,0,0,1,1704,2014,1.0,50,2014-02-20,2014,2,20,3,2010,1,51,8,Thursday,February,False,False
140,32,108691,2014-02-20,2014,Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1,1713,2014,0.0,50,2014-02-20,2014,2,20,3,2010,1,51,8,Thursday,February,False,False
141,33,109142,2014-02-22,2014,California,Wilmington,1200 block of W Papeete St,0,4,0,0,0,1704,2014,1.0,52,2014-02-22,2014,2,22,5,2010,1,53,8,Saturday,February,True,False
