,Unnamed: 0_x,Incident ID,Incident Date,Incident_year,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Unnamed: 0_y,Date,Year,Month,Day,DayOfWeek,Decade,Quarter,DayOfYear,WeekOfYear,DayName,MonthName,IsWeekend,IsHoliday
0,0,92194,2014-01-01,2014,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,0,0,0,0,2014-01-01,2014,1,1,2,2010,1,1,1,Wednesday,January,False,False
1,1,92704,2014-01-03,2014,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,0,0,0,2,2014-01-03,2014,1,3,4,2010,1,3,1,Friday,January,False,False
2,2,94514,2014-01-05,2014,Pennsylvania,Erie,829 Parade St,1,3,0,0,0,4,2014-01-05,2014,1,5,6,2010,1,5,1,Sunday,January,True,False
3,3,95146,2014-01-11,2014,Mississippi,Jackson,3430 W. Capitol Street,0,4,0,0,0,10,2014-01-11,2014,1,11,5,2010,1,11,2,Saturday,January,True,False
4,4,95579,2014-01-12,2014,Illinois,Elgin,300 block of North St,0,5,0,0,0,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
5,5,95500,2014-01-12,2014,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,0,0,8,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
6,6,95550,2014-01-12,2014,Alabama,Huntsville,University Drive,0,5,0,0,0,11,2014-01-12,2014,1,12,6,2010,1,12,2,Sunday,January,True,False
7,7,96185,2014-01-13,2014,Michigan,Detroit,800 block of Calvert St,0,4,0,0,0,12,2014-01-13,2014,1,13,0,2010,1,13,3,Monday,January,False,False
8,8,96792,2014-01-14,2014,California,Los Angeles,West 86th Street,0,4,0,0,0,13,2014-01-14,2014,1,14,1,2010,1,14,3,Tuesday,January,False,False
9,9,97407,2014-01-16,2014,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,1,4,1,0,0,15,2014-01-16,2014,1,16,3,2010,1,16,3,Thursday,January,False,False
10,10,97365,2014-01-16,2014,Utah,Spanish Fork,37 N 630 West,4,0,1,0,0,15,2014-01-16,2014,1,16,3,2010,1,16,3,Thursday,January,False,False
11,11,104902,2014-01-20,2014,Virginia,Manassas,8509 Rixlew Ln,0,4,0,0,0,19,2014-01-20,2014,1,20,0,2010,1,20,4,Monday,January,False,False
12,12,98836,2014-01-21,2014,New Jersey,Newark,Springfield Avenue ,2,3,0,0,0,20,2014-01-21,2014,1,21,1,2010,1,21,4,Tuesday,January,False,False
13,13,100434,2014-01-25,2014,Illinois,Chicago,S Union Ave and W 51st St,1,4,0,0,0,24,2014-01-25,2014,1,25,5,2010,1,25,4,Saturday,January,True,False
14,14,100568,2014-01-25,2014,Florida,Belle Glade,600 block of Covenant Drive,0,4,0,0,0,24,2014-01-25,2014,1,25,5,2010,1,25,4,Saturday,January,True,False
15,15,101301,2014-01-27,2014,North Carolina,Rocky Mount,821 Word Plaza,0,4,0,0,1,26,2014-01-27,2014,1,27,0,2010,1,27,5,Monday,January,False,False
16,16,113665,2014-01-27,2014,Washington,Seattle,2nd Avenue South and South Main Street,1,4,0,0,1,26,2014-01-27,2014,1,27,0,2010,1,27,5,Monday,January,False,False
17,17,140117,2014-01-30,2014,Texas,Cypress,14015 Fosters Creek Dr,4,0,0,0,1,29,2014-01-30,2014,1,30,3,2010,1,30,5,Thursday,January,False,False
18,18,103698,2014-02-03,2014,Indiana,Franklin,2100 block of Bridlewood Dr,2,2,1,0,0,33,2014-02-03,2014,2,3,0,2010,1,34,6,Monday,February,False,False
19,19,104218,2014-02-05,2014,Illinois,Chicago,6740 N Clark St,1,3,0,0,0,35,2014-02-05,2014,2,5,2,2010,1,36,6,Wednesday,February,False,False
20,20,105010,2014-02-06,2014,Louisiana,New Orleans,4600 block of Downman Road,0,4,0,0,0,36,2014-02-06,2014,2,6,3,2010,1,37,6,Thursday,February,False,False
21,21,104721,2014-02-07,2014,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,0,0,0,37,2014-02-07,2014,2,7,4,2010,1,38,6,Friday,February,False,False
22,22,106243,2014-02-12,2014,California,Stockton,1101 E Lindsay St,1,3,0,0,0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
23,23,106394,2014-02-12,2014,Indiana,Gary,2220 block of Broadway,0,4,0,1,0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
24,24,106481,2014-02-12,2014,California,Oakland,37th and International ,1,3,0,0,0,42,2014-02-12,2014,2,12,2,2010,1,43,7,Wednesday,February,False,False
25,25,107403,2014-02-15,2014,Nevada,Las Vegas,Sahara and Maryland ,0,5,0,0,0,45,2014-02-15,2014,2,15,5,2010,1,46,7,Saturday,February,True,False
26,26,107417,2014-02-16,2014,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,0,0,0,46,2014-02-16,2014,2,16,6,2010,1,47,7,Sunday,February,True,False
27,27,108659,2014-02-16,2014,Texas,Fort Worth, 115 NW 25th St.,1,4,0,0,0,46,2014-02-16,2014,2,16,6,2010,1,47,7,Sunday,February,True,False
28,28,107673,2014-02-16,2014,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,0,0,0,46,2014-02-16,2014,2,16,6,2010,1,47,7,Sunday,February,True,False
29,29,107519,2014-02-16,2014,Texas,Dallas,2600 block of South Harwood Street,1,7,0,0,0,46,2014-02-16,2014,2,16,6,2010,1,47,7,Sunday,February,True,False
30,30,107433,2014-02-16,2014,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,0,0,0,46,2014-02-16,2014,2,16,6,2010,1,47,7,Sunday,February,True,False
31,31,108649,2014-02-20,2014,California,Alturas,300 W 1st St,4,1,0,0,1,50,2014-02-20,2014,2,20,3,2010,1,51,8,Thursday,February,False,False
32,32,108691,2014-02-20,2014,Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1,50,2014-02-20,2014,2,20,3,2010,1,51,8,Thursday,February,False,False
33,33,109142,2014-02-22,2014,California,Wilmington,1200 block of W Papeete St,0,4,0,0,0,52,2014-02-22,2014,2,22,5,2010,1,53,8,Saturday,February,True,False
34,34,109957,2014-02-25,2014,Virginia,Glade Spring,33325 Graceland Ln,3,1,1,0,0,55,2014-02-25,2014,2,25,1,2010,1,56,9,Tuesday,February,False,False
35,35,111095,2014-03-01,2014,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,0,0,1,59,2014-03-01,2014,3,1,5,2010,1,60,9,Saturday,March,True,False
36,36,112415,2014-03-05,2014,South Carolina,Pelzer,Law St,3,1,0,0,1,63,2014-03-05,2014,3,5,2,2010,1,64,10,Wednesday,March,False,False
37,37,113214,2014-03-08,2014,Illinois,Chicago,4900 West Race Ave,0,6,0,0,0,66,2014-03-08,2014,3,8,5,2010,1,67,10,Saturday,March,True,False
38,38,113255,2014-03-08,2014,California,Richmond,1600 block of First Street,1,3,0,0,0,66,2014-03-08,2014,3,8,5,2010,1,67,10,Saturday,March,True,False
39,39,113156,2014-03-09,2014,Ohio,Fremont,531 W State St,3,1,0,0,0,67,2014-03-09,2014,3,9,6,2010,1,68,10,Sunday,March,True,False
40,40,113247,2014-03-09,2014,Texas,Austin,4900 block of West Race Avenue,0,6,0,0,0,67,2014-03-09,2014,3,9,6,2010,1,68,10,Sunday,March,True,False
41,41,115012,2014-03-14,2014,New York,Brooklyn,S. Second and Roebling Sts,0,4,0,0,0,72,2014-03-14,2014,3,14,4,2010,1,73,11,Friday,March,False,False
42,42,117591,2014-03-16,2014,Texas,Beaumont,S 4th St,3,1,0,0,1,74,2014-03-16,2014,3,16,6,2010,1,75,11,Sunday,March,True,False
43,43,125855,2014-03-16,2014,Georgia,Waynesboro,4960 Highway 80 West ,0,4,0,0,0,74,2014-03-16,2014,3,16,6,2010,1,75,11,Sunday,March,True,False
44,44,117642,2014-03-21,2014,South Carolina,North Charleston,7550 Dorchester Road,0,4,0,0,0,79,2014-03-21,2014,3,21,4,2010,1,80,12,Friday,March,False,False
45,45,117914,2014-03-23,2014,California,San Francisco,Turk St and Taylor St,0,7,0,0,0,81,2014-03-23,2014,3,23,6,2010,1,82,12,Sunday,March,True,False
46,46,117818,2014-03-23,2014,Texas,Arlington,2700 Majesty Drive,1,3,0,0,0,81,2014-03-23,2014,3,23,6,2010,1,82,12,Sunday,March,True,False
47,47,172722,2014-03-23,2014,California,Long Beach,601 Long Beach Boulevard,1,3,0,0,0,81,2014-03-23,2014,3,23,6,2010,1,82,12,Sunday,March,True,False
48,48,120621,2014-03-30,2014,Mississippi,Starkville,2938 Rockhill Rd,0,5,0,0,1,88,2014-03-30,2014,3,30,6,2010,1,89,13,Sunday,March,True,False
49,49,120303,2014-03-30,2014,North Carolina,Charlotte,4300 Sunset Road,0,5,0,0,0,88,2014-03-30,2014,3,30,6,2010,1,89,13,Sunday,March,True,False
50,50,121031,2014-04-02,2014,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,3,16,1,0,0,91,2014-04-02,2014,4,2,2,2010,2,92,14,Wednesday,April,False,False
51,51,122136,2014-04-05,2014,Illinois,Chicago,4300 W Wilcox Street,1,5,0,0,0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
52,52,122612,2014-04-05,2014,Arizona,Phoenix,5400 block of W Palm Ln,1,3,0,0,0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
53,53,122672,2014-04-05,2014,California,Fairfield,Orchid Street ,0,4,0,0,0,94,2014-04-05,2014,4,5,5,2010,2,95,14,Saturday,April,True,False
54,54,123666,2014-04-06,2014,Massachusetts,Springfield,90 Worthington St.,0,4,0,0,0,95,2014-04-06,2014,4,6,6,2010,2,96,14,Sunday,April,True,False
55,55,125863,2014-04-06,2014,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,0,0,0,95,2014-04-06,2014,4,6,6,2010,2,96,14,Sunday,April,True,False
56,56,123008,2014-04-07,2014,Louisiana,New Orleans,500 block of South Alexander Street,0,4,0,0,0,96,2014-04-07,2014,4,7,0,2010,2,97,15,Monday,April,False,False
57,57,124131,2014-04-09,2014,Illinois,Rockford,300 N Sunset Ave,0,5,0,0,0,98,2014-04-09,2014,4,9,2,2010,2,99,15,Wednesday,April,False,False
58,58,123891,2014-04-09,2014,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,0,0,0,98,2014-04-09,2014,4,9,2,2010,2,99,15,Wednesday,April,False,False
59,59,124146,2014-04-11,2014,Indiana,Richmond,North 15th and H Streets,0,4,0,0,0,100,2014-04-11,2014,4,11,4,2010,2,101,15,Friday,April,False,False
60,60,125028,2014-04-12,2014,Louisiana,New Orleans,2100 block of Pauger Street,1,3,0,0,0,101,2014-04-12,2014,4,12,5,2010,2,102,15,Saturday,April,True,False
61,61,156828,2014-04-14,2014,Washington,Washington,1909 19th St SE,0,4,0,0,0,103,2014-04-14,2014,4,14,0,2010,2,104,16,Monday,April,False,False
62,62,127045,2014-04-20,2014,Illinois,Montgomery,1300 block of Jackson St,0,6,0,0,0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
63,63,127413,2014-04-20,2014,Illinois,Chicago,6600 South Michigan Ave,0,5,0,0,0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
64,64,127381,2014-04-20,2014,Florida,Tampa,2902 N. 32nd St.,2,2,0,0,0,109,2014-04-20,2014,4,20,6,2010,2,110,16,Sunday,April,True,False
65,65,173109,2014-04-22,2014,California,Los Angeles,6419 Brynhurst Avenue,1,3,0,0,0,111,2014-04-22,2014,4,22,1,2010,2,112,17,Tuesday,April,False,False
66,66,128871,2014-04-25,2014,Tennessee,Memphis,2000 Chelsea Avenue,2,3,0,0,0,114,2014-04-25,2014,4,25,4,2010,2,115,17,Friday,April,False,False
67,67,129730,2014-04-27,2014,New York,Troy,Fourth Street,0,5,0,0,0,116,2014-04-27,2014,4,27,6,2010,2,117,17,Sunday,April,True,False
68,68,130232,2014-04-29,2014,Georgia,Kennesaw,1675 Airport Road,0,6,1,0,0,118,2014-04-29,2014,4,29,1,2010,2,119,18,Tuesday,April,False,False
69,69,130933,2014-04-30,2014,Illinois,Chicago,7200 South Phillips Avenue,0,4,0,0,0,119,2014-04-30,2014,4,30,2,2010,2,120,18,Wednesday,April,False,False
70,70,131998,2014-05-03,2014,Arkansas,Jonesboro,2201 Moore Rd,3,4,1,0,0,122,2014-05-03,2014,5,3,5,2010,2,123,18,Saturday,May,True,False
71,71,132405,2014-05-03,2014,Texas,Houston,Gears Rd and Trickey Rd,0,6,0,0,0,122,2014-05-03,2014,5,3,5,2010,2,123,18,Saturday,May,True,False
72,72,132897,2014-05-04,2014,Colorado,Wheat Ridge,12100 W 44th,0,4,0,0,0,123,2014-05-04,2014,5,4,6,2010,2,124,18,Sunday,May,True,False
73,73,131697,2014-05-04,2014,Illinois,Chicago,500 West Erie Street,1,3,0,0,0,123,2014-05-04,2014,5,4,6,2010,2,124,18,Sunday,May,True,False
74,74,156823,2014-05-10,2014,California,Sacramento,3031 Guadalajara Way,1,6,0,0,2,129,2014-05-10,2014,5,10,5,2010,2,130,19,Saturday,May,True,False
75,75,134044,2014-05-10,2014,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,0,0,1,129,2014-05-10,2014,5,10,5,2010,2,130,19,Saturday,May,True,False
76,76,134052,2014-05-10,2014,Georgia,Decatur,Shamrock Dr,2,3,0,0,1,129,2014-05-10,2014,5,10,5,2010,2,130,19,Saturday,May,True,False
77,77,134238,2014-05-11,2014,Tennessee,Memphis,2517 Shasta,0,7,0,0,0,130,2014-05-11,2014,5,11,6,2010,2,131,19,Sunday,May,True,False
78,78,134591,2014-05-12,2014,Illinois,Chicago,3400 West 24th Street,0,4,0,0,0,131,2014-05-12,2014,5,12,0,2010,2,132,20,Monday,May,False,False
79,79,134823,2014-05-13,2014,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,0,0,0,132,2014-05-13,2014,5,13,1,2010,2,133,20,Tuesday,May,False,False
80,80,136567,2014-05-17,2014,California,Coachella,84000 block of Pedro Drive,1,3,0,0,1,136,2014-05-17,2014,5,17,5,2010,2,137,20,Saturday,May,True,False
81,81,136163,2014-05-17,2014,Washington,Washington,2200 block of Adams Pl NE,0,5,0,0,0,136,2014-05-17,2014,5,17,5,2010,2,137,20,Saturday,May,True,False
82,82,135904,2014-05-18,2014,Ohio,Sandusky,1643 Cleveland Rd,0,7,0,0,0,137,2014-05-18,2014,5,18,6,2010,2,138,20,Sunday,May,True,False
83,83,142123,2014-05-21,2014,Texas,Dallas,4515 Village Fair Pl,1,3,0,0,0,140,2014-05-21,2014,5,21,2,2010,2,141,21,Wednesday,May,False,False
84,84,140185,2014-05-23,2014,Louisiana,New Orleans,6200 block of Eads Street,1,7,0,0,0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
85,85,138282,2014-05-23,2014,California,Goleta,840 Embarcadero del Norte,3,7,1,0,0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
86,86,138370,2014-05-23,2014,California,Bellflower,9541 Flower Street,2,2,0,0,0,142,2014-05-23,2014,5,23,4,2010,2,143,21,Friday,May,False,False
87,87,138567,2014-05-24,2014,Michigan,Detroit,Strathmoor St,0,4,0,0,0,143,2014-05-24,2014,5,24,5,2010,2,144,21,Saturday,May,True,False
88,88,138645,2014-05-24,2014,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,0,0,0,143,2014-05-24,2014,5,24,5,2010,2,144,21,Saturday,May,True,False
89,89,139281,2014-05-25,2014,Ohio,Toledo,2100 block of Joffre Avenue,1,3,0,0,0,144,2014-05-25,2014,5,25,6,2010,2,145,21,Sunday,May,True,False
90,90,153532,2014-05-31,2014,California,San Bernardino,800 block of West Victoria St,1,3,0,0,0,150,2014-05-31,2014,5,31,5,2010,2,151,22,Saturday,May,True,False
91,91,141792,2014-06-01,2014,California,Sacramento,6500 46th Street,0,4,0,0,0,151,2014-06-01,2014,6,1,6,2010,2,152,22,Sunday,June,True,False
92,92,141382,2014-06-01,2014,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,0,0,0,151,2014-06-01,2014,6,1,6,2010,2,152,22,Sunday,June,True,False
93,93,142076,2014-06-02,2014,Illinois,Chicago,2660 E. 79th St,0,7,0,0,0,152,2014-06-02,2014,6,2,0,2010,2,153,23,Monday,June,False,False
94,94,142818,2014-06-03,2014,Georgia,Atlanta,Auburn Avenue,1,4,0,0,1,153,2014-06-03,2014,6,3,1,2010,2,154,23,Tuesday,June,False,False
95,95,142822,2014-06-04,2014,Illinois,Chicago,4900 West West End Avenue,1,3,0,0,0,154,2014-06-04,2014,6,4,2,2010,2,155,23,Wednesday,June,False,False
96,96,143979,2014-06-07,2014,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,0,0,0,157,2014-06-07,2014,6,7,5,2010,2,158,23,Saturday,June,True,False
97,97,143723,2014-06-07,2014,South Carolina,Moncks Corner,Tish Lane,1,5,0,0,0,157,2014-06-07,2014,6,7,5,2010,2,158,23,Saturday,June,True,False
98,98,144524,2014-06-08,2014,Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0,158,2014-06-08,2014,6,8,6,2010,2,159,23,Sunday,June,True,False
99,99,144565,2014-06-08,2014,Alabama,Opp,611 Hardin Street,1,4,0,0,1,158,2014-06-08,2014,6,8,6,2010,2,159,23,Sunday,June,True,False
100,100,156245,2014-06-09,2014,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,0,0,0,159,2014-06-09,2014,6,9,0,2010,2,160,24,Monday,June,False,False
101,101,149706,2014-06-13,2014,California,Los Angeles,8600 block of South Figueroa Street,3,1,0,0,0,163,2014-06-13,2014,6,13,4,2010,2,164,24,Friday,June,False,False
102,102,146565,2014-06-15,2014,Indiana,Kokomo,5100 Clinton Drive,0,4,0,0,0,165,2014-06-15,2014,6,15,6,2010,2,166,24,Sunday,June,True,False
103,103,146586,2014-06-15,2014,Illinois,Park Forest,200 Berry Street,0,4,0,0,0,165,2014-06-15,2014,6,15,6,2010,2,166,24,Sunday,June,True,False
104,104,157013,2014-06-20,2014,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,0,0,0,170,2014-06-20,2014,6,20,4,2010,2,171,25,Friday,June,False,False
105,105,150344,2014-06-21,2014,Tennessee,Memphis,2119 East Alcy Road,0,5,0,0,7,171,2014-06-21,2014,6,21,5,2010,2,172,25,Saturday,June,True,False
106,106,149954,2014-06-21,2014,Washington,Washington,Florida Ave NW and U St NW,0,4,0,0,0,171,2014-06-21,2014,6,21,5,2010,2,172,25,Saturday,June,True,False
107,107,154136,2014-06-22,2014,California,Windsor,Windsor Avenue,1,3,0,0,0,172,2014-06-22,2014,6,22,6,2010,2,173,25,Sunday,June,True,False
108,108,150299,2014-06-24,2014,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,0,0,0,174,2014-06-24,2014,6,24,1,2010,2,175,26,Tuesday,June,False,False
109,109,151475,2014-06-25,2014,Massachusetts,Lowell,Midland Street,0,5,0,0,0,175,2014-06-25,2014,6,25,2,2010,2,176,26,Wednesday,June,False,False
110,110,157018,2014-06-26,2014,Michigan,Detroit,Grand St,2,2,0,0,0,176,2014-06-26,2014,6,26,3,2010,2,177,26,Thursday,June,False,False
111,111,151659,2014-06-26,2014,Wisconsin,Milwaukee,24th and Locust,0,5,0,0,0,176,2014-06-26,2014,6,26,3,2010,2,177,26,Thursday,June,False,False
112,112,152722,2014-06-27,2014,California,San Diego,1600 block of Cathy Street,1,3,0,0,0,177,2014-06-27,2014,6,27,4,2010,2,178,26,Friday,June,False,False
113,113,152960,2014-06-28,2014,California,Antioch,5500 Cedar Point Way,0,7,0,0,0,178,2014-06-28,2014,6,28,5,2010,2,179,26,Saturday,June,True,False
114,114,153578,2014-06-28,2014,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,0,0,0,178,2014-06-28,2014,6,28,5,2010,2,179,26,Saturday,June,True,False
115,115,152468,2014-06-29,2014,Louisiana,New Orleans,700 block of Bourbon St,1,9,0,0,1,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
116,116,153648,2014-06-29,2014,Missouri,Saint Louis,2800 block of Dayton,0,4,0,0,0,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
117,117,152693,2014-06-29,2014,California,Los Angeles,1100 block of North Vermont Avenue,1,5,0,0,1,179,2014-06-29,2014,6,29,6,2010,2,180,26,Sunday,June,True,False
118,118,153275,2014-06-30,2014,Kentucky,Lexington,Scottsdale Circle,1,3,0,0,1,180,2014-06-30,2014,6,30,0,2010,2,181,27,Monday,June,False,False
119,119,156834,2014-07-02,2014,Pennsylvania,Chester,1400 block of West Congress Street,0,5,0,0,0,182,2014-07-02,2014,7,2,2,2010,3,183,27,Wednesday,July,False,False
120,120,154844,2014-07-04,2014,Virginia,Norfolk,1722 Thurgood Street,0,5,0,0,0,184,2014-07-04,2014,7,4,4,2010,3,185,27,Friday,July,False,False
121,121,154971,2014-07-05,2014,Oregon,Portland,333 SE 122nd Ave,1,4,0,0,1,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
122,122,154803,2014-07-05,2014,Texas,Houston,1700 Almeda-Genoa,0,6,0,0,0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
123,123,154834,2014-07-05,2014,Virginia,Norfolk,861 W. 36th Street,0,7,0,0,0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
124,124,154721,2014-07-05,2014,Indiana,Indianapolis,Broad Ripple Avenue,0,7,0,0,0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
125,125,158055,2014-07-05,2014,Illinois,Centreville,4700 Piggott Avenue,0,5,0,0,0,185,2014-07-05,2014,7,5,5,2010,3,186,27,Saturday,July,True,False
126,126,156125,2014-07-06,2014,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,0,0,0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
127,127,155412,2014-07-06,2014,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,0,0,0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
128,128,155755,2014-07-06,2014,New York,Buffalo,100 block of Erb Street,0,4,0,0,0,186,2014-07-06,2014,7,6,6,2010,3,187,27,Sunday,July,True,False
129,129,162305,2014-07-07,2014,Kentucky,Stopover,KY 194E,0,4,0,0,0,187,2014-07-07,2014,7,7,0,2010,3,188,28,Monday,July,False,False
130,130,155943,2014-07-07,2014,California,San Bernardino,312  E Baseline Street ,1,4,0,0,0,187,2014-07-07,2014,7,7,0,2010,3,188,28,Monday,July,False,False
131,131,156468,2014-07-08,2014,Rhode Island,Providence,35 March Street,0,5,0,0,0,188,2014-07-08,2014,7,8,1,2010,3,189,28,Tuesday,July,False,False
132,132,156670,2014-07-09,2014,Texas,Spring,711 Leaflet Ln,6,1,0,0,1,189,2014-07-09,2014,7,9,2,2010,3,190,28,Wednesday,July,False,False
133,133,157580,2014-07-11,2014,Illinois,Chicago,5200 West Quincy Street,1,3,0,0,0,191,2014-07-11,2014,7,11,4,2010,3,192,28,Friday,July,False,False
134,134,157857,2014-07-12,2014,California,Pasadena,1700 block of Summit Avenue,3,2,0,0,0,192,2014-07-12,2014,7,12,5,2010,3,193,28,Saturday,July,True,False
135,135,159291,2014-07-13,2014,Washington,Washington,1700 block of Lincoln Rd NE,0,4,0,0,0,193,2014-07-13,2014,7,13,6,2010,3,194,28,Sunday,July,True,False
136,136,158387,2014-07-13,2014,California,Sacramento,1972 Fulton Ave,1,4,0,0,0,193,2014-07-13,2014,7,13,6,2010,3,194,28,Sunday,July,True,False
137,137,158589,2014-07-13,2014,Connecticut,Stamford,84 West Park Place,0,5,0,0,0,193,2014-07-13,2014,7,13,6,2010,3,194,28,Sunday,July,True,False
138,138,158306,2014-07-13,2014,Washington,Skyway,12600 Renton Avenue South ,0,5,0,0,0,193,2014-07-13,2014,7,13,6,2010,3,194,28,Sunday,July,True,False
139,139,160488,2014-07-19,2014,Illinois,Chicago,1300 North Mason Avenue,0,4,0,0,0,199,2014-07-19,2014,7,19,5,2010,3,200,29,Saturday,July,True,False
140,140,161063,2014-07-20,2014,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,0,0,0,200,2014-07-20,2014,7,20,6,2010,3,201,29,Sunday,July,True,False
141,141,160998,2014-07-20,2014,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,0,0,0,200,2014-07-20,2014,7,20,6,2010,3,201,29,Sunday,July,True,False
142,142,161302,2014-07-21,2014,New Jersey,Irvington,36 Welland Avenue,0,6,0,0,0,201,2014-07-21,2014,7,21,0,2010,3,202,30,Monday,July,False,False
143,143,162008,2014-07-21,2014,Tennessee,Memphis,300 block of Foote Park Lane,0,4,0,0,0,201,2014-07-21,2014,7,21,0,2010,3,202,30,Monday,July,False,False
144,144,162687,2014-07-23,2014,Pennsylvania,Braddock,700 block of Hickory St,0,4,0,0,0,203,2014-07-23,2014,7,23,2,2010,3,204,30,Wednesday,July,False,False
145,145,163874,2014-07-25,2014,Illinois,Chicago,700 S California Ave,1,6,0,0,3,205,2014-07-25,2014,7,25,4,2010,3,206,30,Friday,July,False,False
146,146,164513,2014-07-26,2014,Maine,Saco,35 Water Street,4,0,1,0,0,206,2014-07-26,2014,7,26,5,2010,3,207,30,Saturday,July,True,False
147,147,166970,2014-07-26,2014,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3,0,0,0,206,2014-07-26,2014,7,26,5,2010,3,207,30,Saturday,July,True,False
148,148,163930,2014-07-26,2014,Georgia,Sylvester,Royal Street,0,8,0,0,0,206,2014-07-26,2014,7,26,5,2010,3,207,30,Saturday,July,True,False
149,149,165089,2014-07-27,2014,Missouri,Saint Louis,2000 block of East John Avenue,0,5,0,0,0,207,2014-07-27,2014,7,27,6,2010,3,208,30,Sunday,July,True,False
150,150,165856,2014-07-28,2014,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,0,0,0,208,2014-07-28,2014,7,28,0,2010,3,209,31,Monday,July,False,False
151,151,176329,2014-07-30,2014,North Carolina,Hope Mills,5109 New Moon Dr,2,4,1,0,0,210,2014-07-30,2014,7,30,2,2010,3,211,31,Wednesday,July,False,False
152,152,167649,2014-08-01,2014,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,0,0,0,212,2014-08-01,2014,8,1,4,2010,3,213,31,Friday,August,False,False
153,153,167872,2014-08-02,2014,Texas,Dallas,5125 Wynell Street,3,1,0,0,1,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
154,154,168307,2014-08-02,2014,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,0,0,0,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
155,155,168169,2014-08-02,2014,Massachusetts,New Bedford,Acushnet Avenue,0,7,0,0,0,213,2014-08-02,2014,8,2,5,2010,3,214,31,Saturday,August,True,False
156,156,168844,2014-08-03,2014,Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
157,157,168551,2014-08-03,2014,Texas,Humble,3403 FM 1960,0,7,0,0,0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
158,158,169024,2014-08-03,2014,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,0,0,0,214,2014-08-03,2014,8,3,6,2010,3,215,31,Sunday,August,True,False
