,Unnamed: 0_x,Incident ID,Incident Date,Incident_year,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Unnamed: 0_y,Date,Year,Month,Day,DayOfWeek,Decade,Quarter,DayOfYear,WeekOfYear,DayName,MonthName,IsWeekend,IsHoliday
3701,3701,2354825,2022-07-08,2022,Michigan,Detroit,3400 block of 2nd Ave,0,4,0,0,0,3110,2022-07-08,2022,7,8,4,2020,3,189,27,Friday,July,False,False
3702,3702,2353847,2022-07-07,2022,Illinois,Chicago,2800 block of W Polk St,0,4,0,0,0,3109,2022-07-07,2022,7,7,3,2020,3,188,27,Thursday,July,False,False
3703,3703,2352349,2022-07-06,2022,Minnesota,Saint Cloud,6th Ave S and 11th St S,0,4,0,0,3,3108,2022-07-06,2022,7,6,2,2020,3,187,27,Wednesday,July,False,False
3704,3704,2352780,2022-07-06,2022,Florida,Tampa,Courtland St N and Chelsea St E,0,4,0,0,1,3108,2022-07-06,2022,7,6,2,2020,3,187,27,Wednesday,July,False,False
3705,3705,2352444,2022-07-06,2022,Illinois,Chicago,1820 W Maypole Ave,0,4,0,0,0,3108,2022-07-06,2022,7,6,2,2020,3,187,27,Wednesday,July,False,False
3706,3706,2352342,2022-07-05,2022,Ohio,Steubenville,601 South St,0,4,0,0,1,3107,2022-07-05,2022,7,5,1,2020,3,186,27,Tuesday,July,False,False
3707,3707,2349853,2022-07-05,2022,Indiana,Gary,1900 block of Missouri St,3,7,0,0,0,3107,2022-07-05,2022,7,5,1,2020,3,186,27,Tuesday,July,False,False
3708,3708,2349723,2022-07-05,2022,New York,Rochester,485 N Clinton Ave,1,3,0,0,2,3107,2022-07-05,2022,7,5,1,2020,3,186,27,Tuesday,July,False,False
3709,3709,2348163,2022-07-04,2022,Massachusetts,Boston,Dorchester Ave and Bailey St,0,4,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3710,3710,2349746,2022-07-04,2022,Wisconsin,Kenosha,6321 25th Ave,1,4,0,0,3,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3711,3711,2350033,2022-07-04,2022,Minnesota,Minneapolis,724 Sibley St NE,0,7,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3712,3712,2348384,2022-07-04,2022,Illinois,Highland Park,Central Ave and 2nd St,7,30,0,0,1,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3713,3713,2348230,2022-07-04,2022,California,Sacramento,1525 L St,1,4,0,0,1,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3714,3714,2348750,2022-07-04,2022,Missouri,Kansas City,E 13th St and Grand Blvd,0,4,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3715,3715,2349758,2022-07-04,2022,New York,Corona (Queens),171st St and 137th Ave,0,4,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3716,3716,2348204,2022-07-04,2022,Illinois,Chicago,6500 block of S Martin Luther King Dr,0,5,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3717,3717,2348167,2022-07-04,2022,Virginia,Richmond,10 block of W Broad St,0,6,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3718,3718,2349545,2022-07-04,2022,Colorado,Denver,2100 block of W Pacific Pl,1,3,0,0,0,3106,2022-07-04,2022,7,4,0,2020,3,185,27,Monday,July,False,False
3719,3719,2348191,2022-07-03,2022,Virginia,Manassas,8129 Sudley Rd,0,4,0,0,0,3105,2022-07-03,2022,7,3,6,2020,3,184,26,Sunday,July,True,False
3720,3720,2347373,2022-07-03,2022,South Carolina,Mullins,Leroy Bethea St and Jennings Rd,0,4,0,0,0,3105,2022-07-03,2022,7,3,6,2020,3,184,26,Sunday,July,True,False
3721,3721,2348303,2022-07-03,2022,Arizona,Surprise,W Carlin Dr,2,4,1,0,0,3105,2022-07-03,2022,7,3,6,2020,3,184,26,Sunday,July,True,False
3722,3722,2348263,2022-07-03,2022,Washington,Tacoma,3300 block of S Asotin St,0,4,0,0,1,3105,2022-07-03,2022,7,3,6,2020,3,184,26,Sunday,July,True,False
3723,3723,2347060,2022-07-02,2022,Texas,Haltom City,5700 block of Diamond Oaks Dr N,2,4,1,0,0,3104,2022-07-02,2022,7,2,5,2020,3,183,26,Saturday,July,True,False
3724,3724,2347228,2022-07-02,2022,New York,Corona (Queens),129-09 89th Ave,1,3,0,0,0,3104,2022-07-02,2022,7,2,5,2020,3,183,26,Saturday,July,True,False
3725,3725,2347297,2022-07-02,2022,North Carolina,Clinton,506 Stetson St,0,6,0,0,2,3104,2022-07-02,2022,7,2,5,2020,3,183,26,Saturday,July,True,False
3726,3726,2345410,2022-07-01,2022,Illinois,Chicago,408 S Wells St,2,3,0,0,0,3103,2022-07-01,2022,7,1,4,2020,3,182,26,Friday,July,False,False
3727,3727,2346422,2022-07-01,2022,Illinois,Chicago,3800 block of W Monroe St,0,4,0,0,0,3103,2022-07-01,2022,7,1,4,2020,3,182,26,Friday,July,False,False
3728,3728,2346406,2022-07-01,2022,Mississippi,Greenwood,Johnson St and Main St,1,7,0,0,0,3103,2022-07-01,2022,7,1,4,2020,3,182,26,Friday,July,False,False
3729,3729,2345144,2022-06-30,2022,Kentucky,Allen,49 N Railroad St,3,5,0,0,1,3102,2022-06-30,2022,6,30,3,2020,2,181,26,Thursday,June,False,False
3730,3730,2344954,2022-06-30,2022,New Jersey,Newark,291 Clinton Pl,0,9,0,0,1,3102,2022-06-30,2022,6,30,3,2020,2,181,26,Thursday,June,False,False
3731,3731,2344008,2022-06-29,2022,New Jersey,Jersey City,166 Bayview Ave,0,4,0,0,0,3101,2022-06-29,2022,6,29,2,2020,2,180,26,Wednesday,June,False,False
3732,3732,2344201,2022-06-29,2022,Pennsylvania,Philadelphia,1100 block of E Price St,0,4,0,0,0,3101,2022-06-29,2022,6,29,2,2020,2,180,26,Wednesday,June,False,False
3733,3733,2341725,2022-06-27,2022,North Carolina,Charlotte,2000 block of Holly St,0,5,0,0,0,3099,2022-06-27,2022,6,27,0,2020,2,178,26,Monday,June,False,False
3734,3734,2340458,2022-06-26,2022,Georgia,Blakely,N Church St and Washington Ave,1,6,0,0,3,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3735,3735,2340720,2022-06-26,2022,Virginia,Sutherlin,1220 Kerns Church Rd,1,7,0,0,0,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3736,3736,2340685,2022-06-26,2022,New Jersey,Paterson,Madison St and Essex St,0,5,0,0,0,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3737,3737,2340473,2022-06-26,2022,Texas,San Antonio,3805 Blanco Rd,1,3,0,0,0,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3738,3738,2340696,2022-06-26,2022,Texas,Winona,18005 FM 2767,0,5,0,0,0,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3739,3739,2340409,2022-06-26,2022,Washington,Tacoma,5415 S Tacoma Way,0,8,0,0,0,3098,2022-06-26,2022,6,26,6,2020,2,177,25,Sunday,June,True,False
3740,3740,2340297,2022-06-25,2022,New York,Brooklyn,690 Quincy St,0,4,0,0,0,3097,2022-06-25,2022,6,25,5,2020,2,176,25,Saturday,June,True,False
3741,3741,2339761,2022-06-25,2022,Texas,Houston,4207 Madden St,2,2,0,0,0,3097,2022-06-25,2022,6,25,5,2020,2,176,25,Saturday,June,True,False
3742,3742,2340347,2022-06-25,2022,Minnesota,Minneapolis,SE Main St and 6th Ave SE,0,4,0,0,0,3097,2022-06-25,2022,6,25,5,2020,2,176,25,Saturday,June,True,False
3743,3743,2339866,2022-06-24,2022,Virginia,Hopewell,Elm St and Arlington Rd,2,2,0,0,0,3096,2022-06-24,2022,6,24,4,2020,2,175,25,Friday,June,False,False
3744,3744,2338874,2022-06-24,2022,Pennsylvania,Philadelphia,S Bucknell St and Oakford St,2,2,0,0,0,3096,2022-06-24,2022,6,24,4,2020,2,175,25,Friday,June,False,False
3745,3745,2338902,2022-06-23,2022,Illinois,Chicago,7900 block of S Lafayette Ave,1,3,0,0,0,3095,2022-06-23,2022,6,23,3,2020,2,174,25,Thursday,June,False,False
3746,3746,2335052,2022-06-20,2022,New York,New York (Manhattan),5th Ave and W 139th St,1,8,0,0,0,3092,2022-06-20,2022,6,20,0,2020,2,171,25,Monday,June,False,False
3747,3747,2335872,2022-06-20,2022,New York,Staten Island,Taft Ave and Westervelt Ave,0,5,0,0,0,3092,2022-06-20,2022,6,20,0,2020,2,171,25,Monday,June,False,False
3748,3748,2334920,2022-06-19,2022,Washington,Washington,14th St NW and U St NW,1,3,0,0,1,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3749,3749,2334512,2022-06-19,2022,Florida,Miami,US-1 and SW 22nd Ave,0,5,0,0,0,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3750,3750,2334936,2022-06-19,2022,Michigan,Detroit,18501 Healy St,1,3,0,0,0,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3751,3751,2334374,2022-06-19,2022,Michigan,Grand Rapids,Griggs St SE and Division St,0,4,0,0,0,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3752,3752,2335096,2022-06-19,2022,Washington,Everett,Colby Ave and 44th St SE,2,2,0,0,1,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3753,3753,2334620,2022-06-19,2022,South Carolina,Walterboro,1109 Rivers St,2,2,0,0,1,3091,2022-06-19,2022,6,19,6,2020,2,170,24,Sunday,June,True,False
3754,3754,2334359,2022-06-18,2022,Texas,San Antonio,2500 block of Patron Dr,2,5,0,0,1,3090,2022-06-18,2022,6,18,5,2020,2,169,24,Saturday,June,True,False
3755,3755,2333675,2022-06-18,2022,Florida,Pensacola,15 E Intendencia St,0,5,0,0,3,3090,2022-06-18,2022,6,18,5,2020,2,169,24,Saturday,June,True,False
3756,3756,2334096,2022-06-17,2022,Maryland,Baltimore,1800 block of W Lafayette Ave,0,4,0,0,0,3089,2022-06-17,2022,6,17,4,2020,2,168,24,Friday,June,False,False
3757,3757,2333667,2022-06-17,2022,Illinois,Chicago,3000 block of S Rhodes Ave,0,5,0,0,0,3089,2022-06-17,2022,6,17,4,2020,2,168,24,Friday,June,False,False
3758,3758,2333154,2022-06-16,2022,California,Oakland,316 14th St,1,4,0,0,0,3088,2022-06-16,2022,6,16,3,2020,2,167,24,Thursday,June,False,False
3759,3759,2328342,2022-06-12,2022,Colorado,Denver,4600 block of Colorado Ave,2,4,0,0,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3760,3760,2328374,2022-06-12,2022,California,Los Angeles,3300 block of E 14th St,3,4,0,0,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3761,3761,2328532,2022-06-12,2022,Michigan,Roseville,27000 block of Kelly St,0,4,0,0,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3762,3762,2328265,2022-06-12,2022,Indiana,Gary,1700 Grant St,2,4,0,0,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3763,3763,2328215,2022-06-12,2022,Indiana,Indianapolis,9200 block of Sussex Ter,0,4,0,1,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3764,3764,2328117,2022-06-12,2022,Louisiana,New Orleans,3940 Tulane Ave,0,4,0,0,0,3084,2022-06-12,2022,6,12,6,2020,2,163,23,Sunday,June,True,False
3765,3765,2360288,2022-06-11,2022,New Mexico,Alamogordo,Charlotte Ln,0,4,0,0,2,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3766,3766,2327645,2022-06-11,2022,Illinois,Chicago,8600 block of S Damen Ave,1,4,0,0,0,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3767,3767,2327598,2022-06-11,2022,Michigan,Detroit,13500 block of Cloverlawn Ave,0,4,0,0,0,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3768,3768,2328482,2022-06-11,2022,Georgia,Atlanta (College Park),6500 block of Woodford Rd,0,7,0,0,0,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3769,3769,2328108,2022-06-11,2022,Tennessee,Antioch,660 Bell Rd,2,2,0,0,6,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3770,3770,2327991,2022-06-11,2022,Kentucky,Louisville,1101 River Rd,0,6,0,0,2,3083,2022-06-11,2022,6,11,5,2020,2,162,23,Saturday,June,True,False
3771,3771,2327247,2022-06-10,2022,Georgia,Decatur,2801 Candler Rd,1,3,0,0,0,3082,2022-06-10,2022,6,10,4,2020,2,161,23,Friday,June,False,False
3772,3772,2325498,2022-06-09,2022,Maryland,Smithsburg,12912 Bikle Rd,3,2,0,1,1,3081,2022-06-09,2022,6,9,3,2020,2,160,23,Thursday,June,False,False
3773,3773,2325328,2022-06-08,2022,Arizona,Yuma,1500 block of S 4th Ave,0,4,0,0,0,3080,2022-06-08,2022,6,8,2,2020,2,159,23,Wednesday,June,False,False
3774,3774,2324475,2022-06-07,2022,Illinois,Chicago,1223 S Lawndale Ave,0,4,0,0,0,3079,2022-06-07,2022,6,7,1,2020,2,158,23,Tuesday,June,False,False
3775,3775,2324435,2022-06-07,2022,Maryland,Baltimore,5500 block of Plainfield Ave,2,2,0,0,0,3079,2022-06-07,2022,6,7,1,2020,2,158,23,Tuesday,June,False,False
3776,3776,2324496,2022-06-07,2022,Illinois,Chicago,13000 block of S Champlain Ave,0,4,0,0,0,3079,2022-06-07,2022,6,7,1,2020,2,158,23,Tuesday,June,False,False
3777,3777,2323642,2022-06-07,2022,Virginia,Portsmouth,1628 Maple Ave,4,0,0,0,1,3079,2022-06-07,2022,6,7,1,2020,2,158,23,Tuesday,June,False,False
3778,3778,2321772,2022-06-05,2022,Michigan,Saginaw,300 block of S 11th St,3,1,0,1,1,3077,2022-06-05,2022,6,5,6,2020,2,156,22,Sunday,June,True,False
3779,3779,2321440,2022-06-05,2022,Arizona,Mesa,1457 W Southern Ave,2,2,0,0,3,3077,2022-06-05,2022,6,5,6,2020,2,156,22,Sunday,June,True,False
3780,3780,2321532,2022-06-05,2022,Tennessee,Chattanooga,2125 McCallie Ave,2,11,0,1,3,3077,2022-06-05,2022,6,5,6,2020,2,156,22,Sunday,June,True,False
3781,3781,2321693,2022-06-05,2022,Michigan,Grand Rapids,Pearl St NW and Ottawa Ave NW,1,3,0,0,1,3077,2022-06-05,2022,6,5,6,2020,2,156,22,Sunday,June,True,False
3782,3782,2322804,2022-06-05,2022,South Carolina,Andrews,3000 block of County Line Road,0,5,0,0,0,3077,2022-06-05,2022,6,5,6,2020,2,156,22,Sunday,June,True,False
3783,3783,2321193,2022-06-04,2022,Michigan,Ecorse,3800 block of W Jefferson Ave,0,4,0,0,0,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3784,3784,2320673,2022-06-04,2022,Texas,El Paso (Socorro),10851 Thunder Rd,0,5,0,0,0,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3785,3785,2321266,2022-06-04,2022,Pennsylvania,Philadelphia,200 block of South St,2,10,1,1,4,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3786,3786,2321500,2022-06-04,2022,Georgia,Macon,300 block of Jones Ave,2,2,0,0,0,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3787,3787,2320618,2022-06-04,2022,Arizona,Phoenix,N 10th Ave and W Hatcher Rd,1,8,0,0,0,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3788,3788,2321593,2022-06-04,2022,South Carolina,Summerton,4193 St Paul Rd,1,7,0,0,6,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3789,3789,2321698,2022-06-04,2022,New York,Hempstead,77 Terrace Ave,1,3,0,0,0,3076,2022-06-04,2022,6,4,5,2020,2,155,22,Saturday,June,True,False
3790,3790,2320361,2022-06-03,2022,Virginia,Chester,10960 block of Stepney Rd,1,5,0,0,0,3075,2022-06-03,2022,6,3,4,2020,2,154,22,Friday,June,False,False
3791,3791,2320862,2022-06-03,2022,Nebraska,Omaha,2931 T St,1,3,0,0,0,3075,2022-06-03,2022,6,3,4,2020,2,154,22,Friday,June,False,False
3792,3792,2319567,2022-06-02,2022,Texas,Centerville,1696 TX-7 W,5,0,1,0,0,3074,2022-06-02,2022,6,2,3,2020,2,153,22,Thursday,June,False,False
3793,3793,2318310,2022-06-01,2022,Oklahoma,Tulsa,6161 S Yale Ave,4,0,1,0,0,3073,2022-06-01,2022,6,1,2,2020,2,152,22,Wednesday,June,False,False
3794,3794,2318046,2022-05-31,2022,Texas,Waco,1900 block of Preston St,0,4,0,0,2,3072,2022-05-31,2022,5,31,1,2020,2,151,22,Tuesday,May,False,False
3795,3795,2316616,2022-05-30,2022,Michigan,Benton Harbor,999 Pipestone St,1,6,0,0,1,3071,2022-05-30,2022,5,30,0,2020,2,150,22,Monday,May,False,False
3796,3796,2315903,2022-05-30,2022,Pennsylvania,Philadelphia,N Delaware Ave and E Tioga St,2,2,0,0,0,3071,2022-05-30,2022,5,30,0,2020,2,150,22,Monday,May,False,False
3797,3797,2317016,2022-05-30,2022,South Carolina,Charleston,America St and South St,0,9,0,0,1,3071,2022-05-30,2022,5,30,0,2020,2,150,22,Monday,May,False,False
3798,3798,2315150,2022-05-29,2022,Oklahoma,Taft,104 Elm St,1,7,0,0,3,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3799,3799,2316364,2022-05-29,2022,Texas,Houston,11654 Walnut Dale Ct,0,4,0,0,0,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3800,3800,2315892,2022-05-29,2022,Illinois,Chicago,4400 block of W Walton St,1,3,0,1,0,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3801,3801,2315605,2022-05-29,2022,Arizona,Phoenix,N 58th St and W Windsor Ave,1,5,0,0,1,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3802,3802,2315074,2022-05-29,2022,Illinois,Chicago,800 block of S Karlov Ave,0,5,0,0,0,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3803,3803,2315361,2022-05-29,2022,Nevada,Henderson,I-11 and Horizon Dr,0,7,0,1,3,3070,2022-05-29,2022,5,29,6,2020,2,149,21,Sunday,May,True,False
3804,3804,2314991,2022-05-28,2022,Tennessee,Chattanooga,100 block of Cherry St,0,6,0,0,2,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3805,3805,2315338,2022-05-28,2022,California,Fresno,2233 N 1st St,1,3,0,0,0,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3806,3806,2315417,2022-05-28,2022,Florida,Malabar,2500 block of Billie Ln,0,4,0,0,0,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3807,3807,2315190,2022-05-28,2022,Colorado,Colorado Springs,3800 block of E Pikes Pike Ave,1,3,0,0,0,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3808,3808,2315333,2022-05-28,2022,California,Merced,2600 block of Cowden Ave,1,3,0,0,0,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3809,3809,2314951,2022-05-28,2022,Tennessee,Memphis,Chelsea Ave and Peres Ave,0,4,0,0,0,3069,2022-05-28,2022,5,28,5,2020,2,148,21,Saturday,May,True,False
3810,3810,2313970,2022-05-27,2022,Michigan,Stanwood,10711 185th Ave,4,0,0,1,1,3068,2022-05-27,2022,5,27,4,2020,2,147,21,Friday,May,False,False
3811,3811,2313988,2022-05-27,2022,Alabama,Anniston,1204 Front St,0,6,0,0,0,3068,2022-05-27,2022,5,27,4,2020,2,147,21,Friday,May,False,False
3812,3812,2312678,2022-05-25,2022,Pennsylvania,Philadelphia,3500 block of Fairmount Ave,0,4,0,0,0,3066,2022-05-25,2022,5,25,2,2020,2,145,21,Wednesday,May,False,False
3813,3813,2310278,2022-05-24,2022,Texas,Uvalde,715 Old Carrizo Rd,21,17,1,0,0,3065,2022-05-24,2022,5,24,1,2020,2,144,21,Tuesday,May,False,False
3814,3814,2309711,2022-05-23,2022,South Carolina,North Charleston,7550 Dorchester Rd,0,5,0,0,0,3064,2022-05-23,2022,5,23,0,2020,2,143,21,Monday,May,False,False
3815,3815,2311123,2022-05-23,2022,Ohio,Cleveland,1032 Hartley Rd,0,5,0,0,0,3064,2022-05-23,2022,5,23,0,2020,2,143,21,Monday,May,False,False
3816,3816,2308096,2022-05-21,2022,Indiana,Goshen,1204 Rosemare Ct,1,3,1,0,0,3062,2022-05-21,2022,5,21,5,2020,2,141,20,Saturday,May,True,False
3817,3817,2308395,2022-05-21,2022,Washington,Tacoma,S Yakima Ave and S 56th St,0,4,0,0,1,3062,2022-05-21,2022,5,21,5,2020,2,141,20,Saturday,May,True,False
3818,3818,2308017,2022-05-20,2022,California,Highland,3606 Highland Ave,1,8,0,0,2,3061,2022-05-20,2022,5,20,4,2020,2,140,20,Friday,May,False,False
3819,3819,2307631,2022-05-20,2022,Florida,Kissimmee,2331 Old Dixie Hwy,1,3,0,0,0,3061,2022-05-20,2022,5,20,4,2020,2,140,20,Friday,May,False,False
3820,3820,2307813,2022-05-20,2022,Louisiana,New Orleans,St. Claude Ave and Forstall St,1,3,0,0,0,3061,2022-05-20,2022,5,20,4,2020,2,140,20,Friday,May,False,False
3821,3821,2307044,2022-05-19,2022,Illinois,Chicago,800 block of N State St,2,7,0,0,3,3060,2022-05-19,2022,5,19,3,2020,2,139,20,Thursday,May,False,False
3822,3822,2306277,2022-05-18,2022,Pennsylvania,Philadelphia,1500 block of Bouvier St,0,5,0,0,1,3059,2022-05-18,2022,5,18,2,2020,2,138,20,Wednesday,May,False,False
3823,3823,2305208,2022-05-17,2022,California,Palo Alto (East Palo Alto),2500 block of Fordham St,1,3,0,0,4,3058,2022-05-17,2022,5,17,1,2020,2,137,20,Tuesday,May,False,False
3824,3824,2302847,2022-05-15,2022,California,Laguna Woods,24301 El Toro Rd,1,5,0,0,1,3056,2022-05-15,2022,5,15,6,2020,2,135,19,Sunday,May,True,False
3825,3825,2303130,2022-05-15,2022,North Carolina,Winston Salem (Winston-salem),2000 block of 25th St,0,7,0,0,0,3056,2022-05-15,2022,5,15,6,2020,2,135,19,Sunday,May,True,False
3826,3826,2304029,2022-05-15,2022,North Carolina,Elizabeth City,901 S Martin Luther King Jr Dr,0,4,0,0,0,3056,2022-05-15,2022,5,15,6,2020,2,135,19,Sunday,May,True,False
3827,3827,2302740,2022-05-15,2022,Texas,Houston,8729 Airline Dr,2,3,0,0,0,3056,2022-05-15,2022,5,15,6,2020,2,135,19,Sunday,May,True,False
3828,3828,2303337,2022-05-15,2022,Texas,Amarillo,1003 N Fillmore St,1,4,0,0,0,3056,2022-05-15,2022,5,15,6,2020,2,135,19,Sunday,May,True,False
3829,3829,2301751,2022-05-14,2022,New York,Buffalo,1275 Jefferson Ave,10,3,0,0,1,3055,2022-05-14,2022,5,14,5,2020,2,134,19,Saturday,May,True,False
3830,3830,2354757,2022-05-13,2022,Louisiana,Napoleonville,,0,5,0,0,1,3054,2022-05-13,2022,5,13,4,2020,2,133,19,Friday,May,False,False
3831,3831,2301494,2022-05-13,2022,Wisconsin,Milwaukee,Water St and Juneau Ave,0,11,0,5,11,3054,2022-05-13,2022,5,13,4,2020,2,133,19,Friday,May,False,False
3832,3832,2300713,2022-05-12,2022,Arkansas,Hot Springs National Park (Hot Springs),134 Convention Blvd,1,3,0,1,1,3053,2022-05-12,2022,5,12,3,2020,2,132,19,Thursday,May,False,False
3833,3833,2299660,2022-05-11,2022,Illinois,Chicago,6800 block of S Ashland Ave,0,4,0,0,0,3052,2022-05-11,2022,5,11,2,2020,2,131,19,Wednesday,May,False,False
3834,3834,2299126,2022-05-11,2022,Indiana,Indianapolis,701 Canal Walk,0,5,0,0,2,3052,2022-05-11,2022,5,11,2,2020,2,131,19,Wednesday,May,False,False
3835,3835,2299793,2022-05-11,2022,Missouri,Saint Louis,5000 block of N Kingshighway Blvd,1,3,0,0,0,3052,2022-05-11,2022,5,11,2,2020,2,131,19,Wednesday,May,False,False
3836,3836,2300830,2022-05-11,2022,New Jersey,Paterson,36 Essex St,1,4,0,0,0,3052,2022-05-11,2022,5,11,2,2020,2,131,19,Wednesday,May,False,False
3837,3837,2299176,2022-05-10,2022,Texas,Brookshire,Purdy and 4th St,1,3,0,0,0,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3838,3838,2298872,2022-05-10,2022,Maryland,Baltimore,2800 block of Boarman Ave,0,5,0,0,1,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3839,3839,2298836,2022-05-10,2022,Illinois,Chicago,4800 block of S Ada St,1,4,0,0,1,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3840,3840,2299407,2022-05-10,2022,Illinois,Chicago,6400 block of S Richards Dr,0,6,0,0,0,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3841,3841,2298519,2022-05-10,2022,Pennsylvania,Philadelphia,Allegheny Ave and G St,0,4,0,0,0,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3842,3842,2298591,2022-05-10,2022,Maryland,Baltimore,700 block of N Rose St,1,3,0,0,0,3051,2022-05-10,2022,5,10,1,2020,2,130,19,Tuesday,May,False,False
3843,3843,2297823,2022-05-09,2022,Michigan,Detroit,12600 block of McCoy Cir,0,4,0,0,2,3050,2022-05-09,2022,5,9,0,2020,2,129,19,Monday,May,False,False
3844,3844,2298092,2022-05-09,2022,Alabama,Tuscaloosa,4420 21st St,0,5,0,0,1,3050,2022-05-09,2022,5,9,0,2020,2,129,19,Monday,May,False,False
3845,3845,2297261,2022-05-08,2022,Georgia,Clarkston,6500 block of Old Hampton Dr,3,3,0,0,2,3049,2022-05-08,2022,5,8,6,2020,2,128,18,Sunday,May,True,False
3846,3846,2296224,2022-05-07,2022,Florida,Miami,NW 37th St and NW 32nd Ave,0,4,0,0,0,3048,2022-05-07,2022,5,7,5,2020,2,127,18,Saturday,May,True,False
3847,3847,2296191,2022-05-07,2022,Kentucky,Lexington,1560 LaSalle Rd,2,3,0,0,0,3048,2022-05-07,2022,5,7,5,2020,2,127,18,Saturday,May,True,False
3848,3848,2296808,2022-05-07,2022,Texas,Garland,800 block of Magnolia Dr,2,2,0,0,1,3048,2022-05-07,2022,5,7,5,2020,2,127,18,Saturday,May,True,False
3849,3849,2296037,2022-05-06,2022,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,2,4,0,0,1,3047,2022-05-06,2022,5,6,4,2020,2,126,18,Friday,May,False,False
3850,3850,2296064,2022-05-05,2022,Washington,Sunnyside,613 S 6th St,0,5,0,0,1,3046,2022-05-05,2022,5,5,3,2020,2,125,18,Thursday,May,False,False
3851,3851,2294515,2022-05-03,2022,Kansas,Cowley (county),,0,4,0,0,0,3044,2022-05-03,2022,5,3,1,2020,2,123,18,Tuesday,May,False,False
