Incident ID,State,City Or County,Address,City,County
2344008,New Jersey,Jersey City,166 Bayview Ave,Jersey City,
2344201,Pennsylvania,Philadelphia,1100 block of E Price St,Philadelphia,
2341725,North Carolina,Charlotte,2000 block of Holly St,Charlotte,
2340458,Georgia,Blakely,N Church St and Washington Ave,Blakely,
2340720,Virginia,Sutherlin,1220 Kerns Church Rd,Sutherlin,
2340685,New Jersey,Paterson,Madison St and Essex St,Paterson,
2340473,Texas,San Antonio,3805 Blanco Rd,San Antonio,
2340696,Texas,Winona,18005 FM 2767,Winona,
2340409,Washington,Tacoma,5415 S Tacoma Way,Tacoma,
2340297,New York,Brooklyn,690 Quincy St,Brooklyn,
2339761,Texas,Houston,4207 Madden St,Houston,
2340347,Minnesota,Minneapolis,SE Main St and 6th Ave SE,Minneapolis,
2339866,Virginia,Hopewell,Elm St and Arlington Rd,Hopewell,
2338874,Pennsylvania,Philadelphia,S Bucknell St and Oakford St,Philadelphia,
2338902,Illinois,Chicago,7900 block of S Lafayette Ave,Chicago,
2335052,New York,New York (Manhattan),5th Ave and W 139th St,,New York (Manhattan)
2335872,New York,Staten Island,Taft Ave and Westervelt Ave,Staten Island,
2334920,Washington,Washington,14th St NW and U St NW,Washington,
2334512,Florida,Miami,US-1 and SW 22nd Ave,Miami,
2334936,Michigan,Detroit,18501 Healy St,Detroit,
2334374,Michigan,Grand Rapids,Griggs St SE and Division St,Grand Rapids,
2335096,Washington,Everett,Colby Ave and 44th St SE,Everett,
2334620,South Carolina,Walterboro,1109 Rivers St,Walterboro,
2334359,Texas,San Antonio,2500 block of Patron Dr,San Antonio,
2333675,Florida,Pensacola,15 E Intendencia St,Pensacola,
2334096,Maryland,Baltimore,1800 block of W Lafayette Ave,Baltimore,
2333667,Illinois,Chicago,3000 block of S Rhodes Ave,Chicago,
2333154,California,Oakland,316 14th St,Oakland,
2328342,Colorado,Denver,4600 block of Colorado Ave,Denver,
2328374,California,Los Angeles,3300 block of E 14th St,Los Angeles,
2328532,Michigan,Roseville,27000 block of Kelly St,Roseville,
2328265,Indiana,Gary,1700 Grant St,Gary,
2328215,Indiana,Indianapolis,9200 block of Sussex Ter,Indianapolis,
2328117,Louisiana,New Orleans,3940 Tulane Ave,New Orleans,
2360288,New Mexico,Alamogordo,Charlotte Ln,Alamogordo,
2327645,Illinois,Chicago,8600 block of S Damen Ave,Chicago,
2327598,Michigan,Detroit,13500 block of Cloverlawn Ave,Detroit,
2328482,Georgia,Atlanta (College Park),6500 block of Woodford Rd,,Atlanta (College Park)
2328108,Tennessee,Antioch,660 Bell Rd,Antioch,
2327991,Kentucky,Louisville,1101 River Rd,Louisville,
2327247,Georgia,Decatur,2801 Candler Rd,Decatur,
2325498,Maryland,Smithsburg,12912 Bikle Rd,Smithsburg,
2325328,Arizona,Yuma,1500 block of S 4th Ave,Yuma,
2324475,Illinois,Chicago,1223 S Lawndale Ave,Chicago,
2324435,Maryland,Baltimore,5500 block of Plainfield Ave,Baltimore,
2324496,Illinois,Chicago,13000 block of S Champlain Ave,Chicago,
2323642,Virginia,Portsmouth,1628 Maple Ave,Portsmouth,
2321772,Michigan,Saginaw,300 block of S 11th St,Saginaw,
2321440,Arizona,Mesa,1457 W Southern Ave,Mesa,
2321532,Tennessee,Chattanooga,2125 McCallie Ave,Chattanooga,
2321693,Michigan,Grand Rapids,Pearl St NW and Ottawa Ave NW,Grand Rapids,
2322804,South Carolina,Andrews,3000 block of County Line Road,Andrews,
2321193,Michigan,Ecorse,3800 block of W Jefferson Ave,Ecorse,
2320673,Texas,El Paso (Socorro),10851 Thunder Rd,,El Paso (Socorro)
2321266,Pennsylvania,Philadelphia,200 block of South St,Philadelphia,
2321500,Georgia,Macon,300 block of Jones Ave,Macon,
2320618,Arizona,Phoenix,N 10th Ave and W Hatcher Rd,Phoenix,
2321593,South Carolina,Summerton,4193 St Paul Rd,Summerton,
2321698,New York,Hempstead,77 Terrace Ave,Hempstead,
2320361,Virginia,Chester,10960 block of Stepney Rd,Chester,
2320862,Nebraska,Omaha,2931 T St,Omaha,
2319567,Texas,Centerville,1696 TX-7 W,Centerville,
2318310,Oklahoma,Tulsa,6161 S Yale Ave,Tulsa,
2318046,Texas,Waco,1900 block of Preston St,Waco,
2316616,Michigan,Benton Harbor,999 Pipestone St,Benton Harbor,
2315903,Pennsylvania,Philadelphia,N Delaware Ave and E Tioga St,Philadelphia,
2317016,South Carolina,Charleston,America St and South St,Charleston,
2315150,Oklahoma,Taft,104 Elm St,Taft,
2316364,Texas,Houston,11654 Walnut Dale Ct,Houston,
2315892,Illinois,Chicago,4400 block of W Walton St,Chicago,
2315605,Arizona,Phoenix,N 58th St and W Windsor Ave,Phoenix,
2315074,Illinois,Chicago,800 block of S Karlov Ave,Chicago,
2315361,Nevada,Henderson,I-11 and Horizon Dr,Henderson,
2314991,Tennessee,Chattanooga,100 block of Cherry St,Chattanooga,
2315338,California,Fresno,2233 N 1st St,Fresno,
2315417,Florida,Malabar,2500 block of Billie Ln,Malabar,
2315190,Colorado,Colorado Springs,3800 block of E Pikes Pike Ave,Colorado Springs,
2315333,California,Merced,2600 block of Cowden Ave,Merced,
2314951,Tennessee,Memphis,Chelsea Ave and Peres Ave,Memphis,
2313970,Michigan,Stanwood,10711 185th Ave,Stanwood,
2313988,Alabama,Anniston,1204 Front St,Anniston,
2312678,Pennsylvania,Philadelphia,3500 block of Fairmount Ave,Philadelphia,
2310278,Texas,Uvalde,715 Old Carrizo Rd,Uvalde,
2309711,South Carolina,North Charleston,7550 Dorchester Rd,North Charleston,
2311123,Ohio,Cleveland,1032 Hartley Rd,Cleveland,
2308096,Indiana,Goshen,1204 Rosemare Ct,Goshen,
2308395,Washington,Tacoma,S Yakima Ave and S 56th St,Tacoma,
2308017,California,Highland,3606 Highland Ave,Highland,
2307631,Florida,Kissimmee,2331 Old Dixie Hwy,Kissimmee,
2307813,Louisiana,New Orleans,St. Claude Ave and Forstall St,New Orleans,
2307044,Illinois,Chicago,800 block of N State St,Chicago,
2306277,Pennsylvania,Philadelphia,1500 block of Bouvier St,Philadelphia,
2305208,California,Palo Alto (East Palo Alto),2500 block of Fordham St,,Palo Alto (East Palo Alto)
2302847,California,Laguna Woods,24301 El Toro Rd,Laguna Woods,
2303130,North Carolina,Winston Salem (Winston-salem),2000 block of 25th St,,Winston Salem (Winston-salem)
2304029,North Carolina,Elizabeth City,901 S Martin Luther King Jr Dr,Elizabeth City,
2302740,Texas,Houston,8729 Airline Dr,Houston,
2303337,Texas,Amarillo,1003 N Fillmore St,Amarillo,
2301751,New York,Buffalo,1275 Jefferson Ave,Buffalo,
2354757,Louisiana,Napoleonville,,Napoleonville,
2301494,Wisconsin,Milwaukee,Water St and Juneau Ave,Milwaukee,
2300713,Arkansas,Hot Springs National Park (Hot Springs),134 Convention Blvd,,Hot Springs National Park (Hot Springs)
2299660,Illinois,Chicago,6800 block of S Ashland Ave,Chicago,
2299126,Indiana,Indianapolis,701 Canal Walk,Indianapolis,
2299793,Missouri,Saint Louis,5000 block of N Kingshighway Blvd,,Saint Louis
2300830,New Jersey,Paterson,36 Essex St,Paterson,
2299176,Texas,Brookshire,Purdy and 4th St,Brookshire,
2298872,Maryland,Baltimore,2800 block of Boarman Ave,Baltimore,
2298836,Illinois,Chicago,4800 block of S Ada St,Chicago,
2299407,Illinois,Chicago,6400 block of S Richards Dr,Chicago,
2298519,Pennsylvania,Philadelphia,Allegheny Ave and G St,Philadelphia,
2298591,Maryland,Baltimore,700 block of N Rose St,Baltimore,
2297823,Michigan,Detroit,12600 block of McCoy Cir,Detroit,
2298092,Alabama,Tuscaloosa,4420 21st St,Tuscaloosa,
2297261,Georgia,Clarkston,6500 block of Old Hampton Dr,Clarkston,
2296224,Florida,Miami,NW 37th St and NW 32nd Ave,Miami,
2296191,Kentucky,Lexington,1560 LaSalle Rd,Lexington,
2296808,Texas,Garland,800 block of Magnolia Dr,Garland,
2296037,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,New Orleans,
2296064,Washington,Sunnyside,613 S 6th St,Sunnyside,
2294515,Kansas,Cowley (county),,,Cowley (county)
2293603,Louisiana,Baton Rouge,2100 block of North 39th St,Baton Rouge,
2294477,Texas,Beaumont,3580 S Martin Luther King Jr Pkwy,Beaumont,
2291712,Louisiana,Lafayette,500 Jefferson St,Lafayette,
2291578,Ohio,Springfield,Clifton Ave and Rice St,Springfield,
2292452,Florida,Tarpon Springs,Safford Ave and Boyer St,Tarpon Springs,
2292613,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,North Charleston,
2291618,Georgia,Atlanta,445 Cleveland Ave SE,Atlanta,
2291470,Mississippi,Jackson,1207 Mississippi Street,Jackson,
2291185,Tennessee,Jackson,310 North Pkwy,Jackson,
2290903,Louisiana,New Orleans,3201 Magazine St,New Orleans,
2291534,Mississippi,Laurel,Ferrell St and Poplar Dr,Laurel,
2290026,Alabama,Bessemer,1800 block of Berkley Ave,Bessemer,
2288928,Illinois,Chicago,4400 block of W Jackson Blvd,Chicago,
2288842,Mississippi,Biloxi,2688 Beach Blvd,Biloxi,
2289610,Texas,San Antonio,3399 Wurzbach Rd,San Antonio,
2289308,Louisiana,Opelousas,700 block of Mia St,Opelousas,
2289382,Arizona,Phoenix,6719 W Thomas Rd,Phoenix,
2287581,Alabama,Birmingham,821 3rd Ave W,Birmingham,
2286363,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,Myrtle Beach,
2286061,Indiana,Lafayette,2905 Westchester Ln W,Lafayette,
2285772,Illinois,Chicago,2000 block of W 51st St,Chicago,
2285612,North Carolina,Rocky Mount,1171 Jefferies Rd,Rocky Mount,
2285860,Georgia,Atlanta,135 Andrew Young International Blvd NW,Atlanta,
2286089,California,San Bernardino,1036 W Highland Ave,San Bernardino,
2285158,Virginia,Petersburg,200 block of Holly Hill Dr,Petersburg,
2284819,Washington,Washington,2900 block of Van Ness St NW,Washington,
2285242,Ohio,Cincinnati,Kemper Ln and E McMillan St,Cincinnati,
2285267,Arkansas,Mountain View,646 Northcutt Rd,Mountain View,
2283535,Minnesota,Duluth,715 E 12th St,Duluth,
2281171,Pennsylvania,Philadelphia,2800 block of Orkney St,Philadelphia,
2280711,Pennsylvania,Pittsburgh,900 Madison Ave,Pittsburgh,
2281541,Oregon,Portland,16150 SE Stark St,Portland,
2280875,South Carolina,Furman,72 Ashley Circle Rd,Furman,
2281164,California,Sacramento,7200 block of Franklin Blvd,Sacramento,
2281483,Florida,Miami,15020 South River Dr,Miami,
2282256,Louisiana,Baldwin,Rosebud Rd and Baptiste St,Baldwin,
2280204,South Carolina,Columbia,100 Columbiana Cir,Columbia,
2280495,Maryland,Baltimore,5300 block of Maple Ave,Baltimore,
2281244,Nevada,North Las Vegas,4900 block of Support St,North Las Vegas,
2281410,Texas,Daingerfield,FM 144 and Edwards Rd,Daingerfield,
2280017,New York,Syracuse,300 block of S Clinton St,Syracuse,
2280504,California,Stockton,300 block of Coventry Dr,Stockton,
2276339,New York,Brooklyn,36th St and 4th Ave,Brooklyn,
2277011,New York,Bronx,2825 Olinville Ave,Bronx,
2275242,Louisiana,Baton Rouge,2700 block of Lorraine St,Baton Rouge,
2274790,Iowa,Cedar Rapids,415 3rd St SE,Cedar Rapids,
2274803,Illinois,Elgin,958 Congdon Ave,Elgin,
2275283,California,Willowbrook,Blakley Ave and E 122nd Pl,Willowbrook,
2274783,Indiana,Indianapolis,4270 W 38th St,Indianapolis,
2274296,Florida,Miami,6816 NW 15th Ave,Miami,
2274855,Washington,Washington,O St SW and Half St SW,Washington,
2272394,Pennsylvania,Philadelphia,Griscom St and Arrott St,Philadelphia,
2270747,Kentucky,Covington,Russell St and W 16th St,Covington,
2270578,Connecticut,Hartford,Bedford St and Mather St,Hartford,
2269429,New York,Buffalo,400 block of Genesee St,Buffalo,
2269082,California,Sacramento,J St and 10th St,Sacramento,
2269100,Texas,Dallas,5050 Cleveland Rd,Dallas,
2269745,California,San Francisco,670 Brunswick St,San Francisco,
2268723,North Carolina,Shelby,1851 E Dixon Blvd,Shelby,
2268762,Louisiana,Monroe,100 Sterlington Rd,Monroe,
2269059,Colorado,Colorado Springs,2400 block of Barkman Dr,Colorado Springs,
2269034,Louisiana,Shreveport,2025 Marshall St,Shreveport,
2269259,South Carolina,Walterboro,1900 block of Logan Farm Rd,Walterboro,
2264094,California,Hollister,Rustic St and Roble St,Hollister,
2265029,Ohio,Cleveland,1437 St Clair Ave NE,Cleveland,
2263608,Colorado,Colorado Springs,820 Citadel Dr E,Colorado Springs,
2260129,California,Stockton,1800 West Lane,Stockton,
2259262,Connecticut,Waterbury,23 Scovill St,Waterbury,
2259413,Illinois,Chicago,1650 E 79th St,Chicago,
2258324,Wisconsin,Milwaukee,2822 W Melvina St,Milwaukee,
2258156,Texas,Austin,E 6th St and Neches St,Austin,
2258224,Texas,Houston,2955 S Sam Houston Pkwy E,Houston,
2257739,Arkansas,Dumas,629 US-65,Dumas,
2257316,Virginia,Norfolk,320 Granby St,Norfolk,
2258012,North Carolina,Fayetteville,1707 Owen Dr,Fayetteville,
2257674,Virginia,Madison Heights,351 Old Wright Shop Rd,Madison Heights,
2258182,Texas,Dallas,5214 Botham Jean Blvd,Dallas,
2256453,Texas,Fort Worth,1600 block of NW Loraine St,Fort Worth,
2257778,Louisiana,New Iberia,200 block of C V Jackson Dr,New Iberia,
2257132,Michigan,Lansing,2200 block of E Michigan Ave,Lansing,
2256398,Illinois,Chicago,4100 block of W Monroe St,Chicago,
2255816,Florida,Fort Lauderdale,1300 W Broward Blvd,Fort Lauderdale,
2255832,New Jersey,Irvington,800 block of 18th Ave,Irvington,
2256080,New Jersey,Irvington,862 18th Ave,Irvington,
2254579,Alabama,Ozark,1001 US Hwy 231,Ozark,
2253714,Pennsylvania,Reading,1300 block of Meade St,Reading,
2252873,Illinois,Chicago,7902 S Exchange Ave,Chicago,
2252792,South Carolina,Columbia,810 Pulaski St,Columbia,
2252719,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,Baltimore,
2253654,Alabama,Autaugaville,200 block of N Pickett St,Autaugaville,
2251416,Ohio,Columbus,1644 E Dublin-Granville Rd,Columbus,
2250540,Colorado,Aurora,3300 N Ouray St,Aurora,
2250151,Florida,Jacksonville,Duval Station Rd and Starratt Rd,Jacksonville,
2249608,Tennessee,Knoxville,5800 block of Primus Rd,Knoxville,
2248066,Pennsylvania,Hazleton,182 S  Wyoming St,Hazleton,
2247842,Kentucky,Louisville,601 E Jefferson St,Louisville,
2247828,Texas,Lubbock,1800 block of Parkway Dr,Lubbock,
2247622,South Carolina,Chester,Powell Dr and Harvey Neely Rd,Chester,
2248613,Louisiana,Monroe,1051 Martin Luther King Junior Drive,Monroe,
2247617,Minnesota,Minneapolis,2720 Blaisdell Ave,Minneapolis,
2247747,Arizona,Glendale,4810 W Glendale Ave,Glendale,
2247025,Georgia,Atlanta,I-75 and Arthur B. Langford Jr. Pkwy,Atlanta,
2246387,Nevada,Las Vegas,4055 S University Center Dr,Las Vegas,
2245620,Maryland,Baltimore,Walbrook Ave and N Dukeland St,Baltimore,
2243861,California,Sacramento,2041 Wyda Way,Sacramento,
2243285,Louisiana,Alexandria,3700 block of 3rd St,Alexandria,
2242153,Nevada,Las Vegas,953 E Sahara Ave,Las Vegas,
2242345,South Carolina,North Charleston,2622 S Allen Dr,North Charleston,
2244673,Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,Bogalusa,
2241857,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,Baton Rouge,
2241299,Texas,San Antonio,90 Lanark Dr,San Antonio,
2238575,Minnesota,Saint Paul,488 Humboldt Ave,,Saint Paul
2238165,Iowa,Des Moines,100 block of Water St,Des Moines,
2238312,Mississippi,Mccomb,Minnesota Ave and 6th St,Mccomb,
2238657,Nebraska,Omaha,1817 N 33rd St,Omaha,
2238403,Oregon,Portland,SE Foster Rd and 128th Ave,Portland,
2237697,Oregon,Portland,NE 55th Ave and NE Hassalo St,Portland,
2237593,Missouri,Charleston,106 S Franklin St,Charleston,
2237196,California,Turlock,142 S 1st St,Turlock,
2237058,North Carolina,Durham,1400 E Cornwallis Rd,Durham,
2236857,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,,Temple Hills (Marlow Heights)
2236155,Pennsylvania,Philadelphia,164 W Chelten Ave,Philadelphia,
2235778,Texas,Houston,3000 Blodgett St,Houston,
2235366,Florida,Miami,NW 99th St and NW 21st Ave,Miami,
2234868,Illinois,Joliet,700 block of Francis St,Joliet,
2232854,Wisconsin,Racine,7th St and Park Ave,Racine,
2232351,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,Murfreesboro,
2232287,California,West Hollywood,401 N La Cienega Blvd,West Hollywood,
2232476,Arkansas,Little Rock,200 block of E 7th St,Little Rock,
2231921,Missouri,Springfield,E Kearney St and N Prospect Ave,Springfield,
2231371,Arizona,Phoenix,5405 W Warner St,Phoenix,
2227759,Florida,Fort Lauderdale,5280 FL-7,Fort Lauderdale,
2228979,Illinois,Romeoville,735 N Center Blvd,Romeoville,
2228510,California,Fresno,S Clara Ave and E Lorena Ave,Fresno,
2228660,North Carolina,Wilmington,200 block of North 31st St,Wilmington,
2227058,Texas,Corsicana,2919 W 2nd Ave,Corsicana,
2227187,New Mexico,Las Cruces,1900 block of Gladys Dr,Las Cruces,
2227035,Virginia,Blacksburg,109 N Main St,Blacksburg,
2225493,California,Oroville,410 Oro Dam Blvd E,Oroville,
2224788,Wisconsin,Milwaukee,1801 W Olive St,Milwaukee,
2224013,North Carolina,Raleigh,3120 New Bern Ave,Raleigh,
2222953,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,Winter Haven,
2223019,Georgia,Augusta,2623 Deans Bridge Rd,Augusta,
2222557,Missouri,Saint Louis,4900 block of Cote Brilliante,,Saint Louis
2222383,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,Atlanta,
2222766,California,Bakersfield,10612 Rosedale Hwy,Bakersfield,
2220985,Washington,Washington,4400 Connecticut Ave NW,Washington,
2217882,California,Inglewood,1300 block of N Park Ave,Inglewood,
2218159,Wisconsin,Milwaukee,2505 N 21st St,Milwaukee,
2215955,Maryland,Baltimore,E Monument St and N Montford Ave,Baltimore,
2215256,Louisiana,New Orleans,7800 block of Keats St,New Orleans,
2214013,Florida,Miami,10702 NW 7th Ave,Miami,
2214306,Texas,San Antonio,400 block of Spriggsdale Ave,San Antonio,
2213456,Georgia,Savannah,1100 Graydon St,Savannah,
2212018,Georgia,Brunswick,2717 Glynn Ave,Brunswick,
2212203,Tennessee,Knoxville,2700 block of Tarleton Ave,Knoxville,
2211746,Oregon,Eugene,219 W 8th Ave,Eugene,
2210480,New York,Brooklyn,1014 E 92nd St,Brooklyn,
2209840,Illinois,Chicago,S King Dr and E 63rd St,Chicago,
2207435,California,Fresno,724 E Olive Ave,Fresno,
2207931,California,Los Angeles,W 35th St and S Hill St,Los Angeles,
2207469,Alabama,Montgomery,3020 Atlanta Hwy,Montgomery,
2207406,Colorado,Colorado Springs,1960 Chelton Rd,Colorado Springs,
2206813,Texas,Houston,7136 Clarewood Dr,Houston,
2205024,Mississippi,Jackson,3207 W Capitol St,Jackson,
2202976,Texas,Corsicana,1100 block of S 29th St,Corsicana,
2202727,Texas,San Antonio,427 Montrose,San Antonio,
2202025,Missouri,Columbia,122 S 9th St,Columbia,
2202001,Illinois,Peoria,2000 block of SW Adams St,Peoria,
2201629,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,Philadelphia,
2201641,Wisconsin,Kenosha,1708 52nd St,Kenosha,
2201848,Indiana,South Bend,1500 block of S Miami St,South Bend,
2201876,South Carolina,Dillon,3261 Hwy 9,Dillon,
2201677,Colorado,Denver,1919 Blake St,Denver,
2497601,Florida,Miami Gardens,NW 171st St and NW 30th Ave,Miami Gardens,
2492601,Illinois,Chicago,300 block of E 57th St,Chicago,
2492611,North Carolina,Durham,1000 N Miami Blvd,Durham,
2493102,Pennsylvania,Allentown,1140 E Clair St,Allentown,
2492448,Florida,Ocala,1600 block of SW 5th St,Ocala,
2492314,Ohio,Columbus,2830 Johnstown Rd,Columbus,
2494425,Louisiana,New Orleans,2600 block of S Rocheblave St,New Orleans,
2494254,Washington,Washington,6200 block of Georgia Ave NW,Washington,
2494934,Maryland,Baltimore,4408 Edmondson Ave,Baltimore,
2495648,Utah,Cedar City (Enoch),4923 N Albert Dr,,Cedar City (Enoch)
2495059,Virginia,Dumfries,17900 block of Milroy Dr,Dumfries,
2496431,Louisiana,New Orleans,St Andrew St and Rev John Raphael Jr Way,New Orleans,
2496391,Florida,Miami Gardens,17647 NW 27th Ave,Miami Gardens,
2496714,Texas,Dallas,8544 Lazy Acres Cir,Dallas,
2497164,California,San Francisco,600 block of Valencia St,San Francisco,
2497502,North Carolina,High Point,2734 Mossy Meadow Dr,High Point,
2497948,Alabama,Huntsville,2817 Hwy 72 E,Huntsville,
2498013,Minnesota,Minneapolis,930 Hennepin Ave,Minneapolis,
2499425,Georgia,Albany,1021 S McKinley St,Albany,
2499119,Minnesota,Minneapolis,2218 E Lake St,Minneapolis,
2499381,Pennsylvania,Philadelphia,3300 block of Guilford St,Philadelphia,
2498792,Colorado,Denver,18th St and Blake St,Denver,
2501869,Ohio,Cleveland,3719 Mack Ct,Cleveland,
2502550,Missouri,Saint Louis (Moline Acres),Berwyn Dr and Lanier Dr,,Saint Louis (Moline Acres)
2503058,Illinois,Rockford,2311 23rd St,Rockford,
2502680,Texas,Houston,5121 FM 1960 Rd W,Houston,
2503178,Florida,Homestead,700 block of SW Sixth St,Homestead,
2503197,Arizona,Phoenix,S 46th Pl and E Broadway Rd,Phoenix,
2503345,California,Goshen,Harvest Ave and Rd 68,Goshen,
2503245,Florida,Sanford,Rinehart Rd and Co Rd 46A,Sanford,
2503649,Florida,Fort Pierce,Avenue M and N 13th St,Fort Pierce,
2504645,Texas,Houston,6729 Lockwood Dr,Houston,
2507836,California,Monterey Park,122 W Garvey Ave,Monterey Park,
2507423,Arizona,Yuma,1300 block of W 9th St,Yuma,
2508522,Louisiana,Shreveport,1600 Sugar Ln,Shreveport,
2508370,Louisiana,Baton Rouge,4619 Bennington Ave,Baton Rouge,
2508683,Mississippi,Robinsonville (Tunica Resorts),1010 Casino Center Dr,,Robinsonville (Tunica Resorts)
2509362,Illinois,Chicago,2909 E 78th St,Chicago,
2510063,California,Oakland,5910 MacArthur Blvd,Oakland,
2509663,California,Half Moon Bay,12761 San Mateo Rd,Half Moon Bay,
2510365,North Carolina,Red Springs,100 block of Samuel Williams Dr,Red Springs,
2512343,New Jersey,Newark,1079 Broad St,Newark,
2512617,Pennsylvania,Lancaster,525 N Franklin St,Lancaster,
2512985,California,San Diego,62nd St and Akins Ave,San Diego,
2513517,South Carolina,Andrews,Birch Creek Rd,Andrews,
2513496,Texas,Austin,12636 Research Blvd,Austin,
2513044,California,Beverly Hills,2799 Ellison Dr,Beverly Hills,
2513527,Pennsylvania,Philadelphia,Knorr St and Loretto Ave,Philadelphia,
2605383,Tennessee,Luttrell,380 Clinch Valley Rd,Luttrell,
2513512,Ohio,Columbus,1680 Karl Ct,Columbus,
2513575,North Carolina,Greensboro,6400 W Market St,Greensboro,
2514564,Florida,Lakeland,923 N Iowa Ave,Lakeland,
2514220,Texas,Dallas,5800 block of Bonnie View Rd,Dallas,
2514902,North Carolina,Durham,4100 block of Sudbury Rd,Durham,
2516494,California,Los Angeles,711 E. 108 St,Los Angeles,
2516309,Texas,Texas City,8601 Emmett F Lowry Expy,Texas City,
2517797,Texas,Huntsville,1505 19th St,Huntsville,
2518344,Arizona,Tucson,4000 block of E Agate Knoll Dr,Tucson,
2518456,Arkansas,Newport,400 block of Clay St,Newport,
2518292,California,Stockton,1300 block of W Fremont St,Stockton,
2518281,Colorado,Peyton,12252 Point Reyes Dr,Peyton,
2518860,Texas,Corpus Christi,2700 block of Persimmon St,Corpus Christi,
2521084,North Carolina,Laurinburg,Marcellus St,Laurinburg,
2521112,Louisiana,New Orleans,Bullard Ave and Chef Menteur Hwy,New Orleans,
2521423,North Carolina,Elizabeth City,1000 block of Walker Ave,Elizabeth City,
2522649,New York,Brooklyn,3222 Mermaid Ave,Brooklyn,
2522557,New York,Bronx,631 E Tremont Ave,Bronx,
2523928,Mississippi,Louisville,309 E John C Stennis Dr,Louisville,
2525591,New Jersey,Paterson,50 block of 12th Ave,Paterson,
2524577,Michigan,East Lansing,509 E Circle Dr,East Lansing,
2525382,Pennsylvania,Pittsburgh,1101 N Murtland St,Pittsburgh,
2525634,New York,Buffalo,Crossman Ave and Heminway St,Buffalo,
2527234,Maryland,Baltimore,1400 block of E Fayette St,Baltimore,
2526362,Texas,El Paso,8401 Gateway Blvd W,El Paso,
2527517,Mississippi,Coldwater,3196 Arkabutla Dam Road,Coldwater,
2528066,Georgia,Columbus,4499 Warm Springs Rd Connector,Columbus,
2528774,Missouri,Saint Louis,410 N Tucker Blvd,,Saint Louis
2528505,Georgia,Columbus,3048 Victory Dr,Columbus,
2528239,South Carolina,Loris,3450 East SC 9 Business,Loris,
2529381,Illinois,Chicago,I-57 and W 111th St,Chicago,
2528691,Indiana,Indianapolis,8005 42nd St,Indianapolis,
2528713,Tennessee,Memphis,1482 E Shelby Dr,Memphis,
2529243,Louisiana,New Orleans,St Charles Ave and Terpsichore St,New Orleans,
2531078,Colorado,Colorado Springs,3945 Palmer Park Blvd,Colorado Springs,
2531925,Alabama,Daphne,123 block of Melanie Loop,Daphne,
2531512,Florida,Orlando,6100 block of Hialeah St,Orlando,
2532658,Pennsylvania,Philadelphia,2003-05 N 31st St,Philadelphia,
2533920,Louisiana,Abbeville,1616 Veterans Memorial Dr,Abbeville,
2533625,Minnesota,Saint Paul,500 Dale St N,,Saint Paul
2534393,Illinois,Machesney Park,1001 West Lane Rd,Machesney Park,
2534097,Michigan,Detroit,10300 block of Greensboro St,Detroit,
2534613,Florida,Pompano Beach,401 NW 27th Ave,Pompano Beach,
2534174,Tennessee,Memphis,4675 S 3rd St,Memphis,
2534810,Tennessee,Memphis,W Essex Ave and Arkansas St,Memphis,
2534995,Ohio,New Richmond,1195 Riebel Ridge,New Richmond,
2536665,Florida,Cocoa,4075 Alan Shepard Ave,Cocoa,
2539531,Missouri,Cape Girardeau,15 N Main St,Cape Girardeau,
2539082,California,Los Angeles,E 76th Place and S Main St,Los Angeles,
2539196,Georgia,Douglasville,3377 Talkeetna Rd,Douglasville,
2538963,California,San Pedro,Paseo Del Mar and Graysby Ave,San Pedro,
2539582,Illinois,Bolingbrook,123 Lee Lane,Bolingbrook,
2539165,Maryland,Capitol Heights,1200 block of Elfin Ave,Capitol Heights,
2539515,Florida,Lake City,NW Alma Ave,Lake City,
2539065,Louisiana,Shreveport,4725 Greenwood Rd,Shreveport,
2539814,California,Sacramento,2200 block of Rogue River Dr,Sacramento,
2540078,Tennessee,Memphis,176 Hillview Ave,Memphis,
2541580,Tennessee,Memphis,2100 block of Labelle St,Memphis,
2541937,Arkansas,Pine Bluff,2611 W 34th St,Pine Bluff,
2543201,Florida,Hialeah,14811 NW 87th Ct,Hialeah,
2543748,New York,Brooklyn,E 45th St and Snyder Ave,Brooklyn,
2544920,Washington,Vancouver,6701 E Mill Plain Blvd,Vancouver,
2544566,Texas,Laredo,4800 block of Roque Loop,Laredo,
2544817,Texas,Dallas,3626 Villaverde Ave,Dallas,
2545631,Texas,Lubbock,9103 Ave P,Lubbock,
2545871,Alabama,Birmingham,8400 block of 8th Ave S,Birmingham,
2546495,Oregon,Portland,7900 NE 82nd Ave,Portland,
2548773,Ohio,Columbus,1570 S. High St,Columbus,
2549452,Illinois,Chicago,2425 E 72nd St,Chicago,
